Ano;Mês;Nome do Mês;Trimestre;Dia;AnoMesNum;Semestre;Dia da Semana;Data;AnoSemestre;SemanaAno;SemanaMes;Nome do Semestre;Nome do Trimestre;Nome do Mês Abv;Nome da Semana Ano;Nome da Semana Mes;AnoMes
2007;7;Julho;3;8;200707;2;Domingo;08/07/2007;200702;28;2;S2;3º TRI;Jul;W28/07;W2;Jul/07
2007;7;Julho;3;9;200707;2;Segunda-Feira;09/07/2007;200702;28;2;S2;3º TRI;Jul;W28/07;W2;Jul/07
2007;7;Julho;3;10;200707;2;Terça-Feira;10/07/2007;200702;28;2;S2;3º TRI;Jul;W28/07;W2;Jul/07
2007;7;Julho;3;11;200707;2;Quarta-Feira;11/07/2007;200702;28;2;S2;3º TRI;Jul;W28/07;W2;Jul/07
2007;7;Julho;3;12;200707;2;Quinta-Feira;12/07/2007;200702;28;2;S2;3º TRI;Jul;W28/07;W2;Jul/07
2007;7;Julho;3;13;200707;2;Sexta-Feira;13/07/2007;200702;28;2;S2;3º TRI;Jul;W28/07;W2;Jul/07
2007;7;Julho;3;14;200707;2;Sábado;14/07/2007;200702;28;2;S2;3º TRI;Jul;W28/07;W2;Jul/07
2007;8;Agosto;3;5;200708;2;Domingo;05/08/2007;200702;32;2;S2;3º TRI;Ago;W32/07;W2;Ago/07
2007;8;Agosto;3;6;200708;2;Segunda-Feira;06/08/2007;200702;32;2;S2;3º TRI;Ago;W32/07;W2;Ago/07
2007;8;Agosto;3;7;200708;2;Terça-Feira;07/08/2007;200702;32;2;S2;3º TRI;Ago;W32/07;W2;Ago/07
2007;8;Agosto;3;8;200708;2;Quarta-Feira;08/08/2007;200702;32;2;S2;3º TRI;Ago;W32/07;W2;Ago/07
2007;8;Agosto;3;9;200708;2;Quinta-Feira;09/08/2007;200702;32;2;S2;3º TRI;Ago;W32/07;W2;Ago/07
2007;8;Agosto;3;10;200708;2;Sexta-Feira;10/08/2007;200702;32;2;S2;3º TRI;Ago;W32/07;W2;Ago/07
2007;8;Agosto;3;11;200708;2;Sábado;11/08/2007;200702;32;2;S2;3º TRI;Ago;W32/07;W2;Ago/07
2007;9;Setembro;3;2;200709;2;Domingo;02/09/2007;200702;36;2;S2;3º TRI;Set;W36/07;W2;Set/07
2007;9;Setembro;3;3;200709;2;Segunda-Feira;03/09/2007;200702;36;2;S2;3º TRI;Set;W36/07;W2;Set/07
2007;9;Setembro;3;4;200709;2;Terça-Feira;04/09/2007;200702;36;2;S2;3º TRI;Set;W36/07;W2;Set/07
2007;9;Setembro;3;5;200709;2;Quarta-Feira;05/09/2007;200702;36;2;S2;3º TRI;Set;W36/07;W2;Set/07
2007;9;Setembro;3;6;200709;2;Quinta-Feira;06/09/2007;200702;36;2;S2;3º TRI;Set;W36/07;W2;Set/07
2007;9;Setembro;3;7;200709;2;Sexta-Feira;07/09/2007;200702;36;2;S2;3º TRI;Set;W36/07;W2;Set/07
2007;9;Setembro;3;8;200709;2;Sábado;08/09/2007;200702;36;2;S2;3º TRI;Set;W36/07;W2;Set/07
2007;10;Outubro;4;7;200710;2;Domingo;07/10/2007;200702;41;2;S2;4º TRI;Out;W41/07;W2;Out/07
2007;10;Outubro;4;8;200710;2;Segunda-Feira;08/10/2007;200702;41;2;S2;4º TRI;Out;W41/07;W2;Out/07
2007;10;Outubro;4;9;200710;2;Terça-Feira;09/10/2007;200702;41;2;S2;4º TRI;Out;W41/07;W2;Out/07
2007;10;Outubro;4;10;200710;2;Quarta-Feira;10/10/2007;200702;41;2;S2;4º TRI;Out;W41/07;W2;Out/07
2007;10;Outubro;4;11;200710;2;Quinta-Feira;11/10/2007;200702;41;2;S2;4º TRI;Out;W41/07;W2;Out/07
2007;10;Outubro;4;12;200710;2;Sexta-Feira;12/10/2007;200702;41;2;S2;4º TRI;Out;W41/07;W2;Out/07
2007;10;Outubro;4;13;200710;2;Sábado;13/10/2007;200702;41;2;S2;4º TRI;Out;W41/07;W2;Out/07
2007;11;Novembro;4;4;200711;2;Domingo;04/11/2007;200702;45;2;S2;4º TRI;Nov;W45/07;W2;Nov/07
2007;11;Novembro;4;5;200711;2;Segunda-Feira;05/11/2007;200702;45;2;S2;4º TRI;Nov;W45/07;W2;Nov/07
2007;11;Novembro;4;6;200711;2;Terça-Feira;06/11/2007;200702;45;2;S2;4º TRI;Nov;W45/07;W2;Nov/07
2007;11;Novembro;4;7;200711;2;Quarta-Feira;07/11/2007;200702;45;2;S2;4º TRI;Nov;W45/07;W2;Nov/07
2007;11;Novembro;4;8;200711;2;Quinta-Feira;08/11/2007;200702;45;2;S2;4º TRI;Nov;W45/07;W2;Nov/07
2007;11;Novembro;4;9;200711;2;Sexta-Feira;09/11/2007;200702;45;2;S2;4º TRI;Nov;W45/07;W2;Nov/07
2007;11;Novembro;4;10;200711;2;Sábado;10/11/2007;200702;45;2;S2;4º TRI;Nov;W45/07;W2;Nov/07
2007;12;Dezembro;4;2;200712;2;Domingo;02/12/2007;200702;49;2;S2;4º TRI;Dez;W49/07;W2;Dez/07
2007;12;Dezembro;4;3;200712;2;Segunda-Feira;03/12/2007;200702;49;2;S2;4º TRI;Dez;W49/07;W2;Dez/07
2007;12;Dezembro;4;4;200712;2;Terça-Feira;04/12/2007;200702;49;2;S2;4º TRI;Dez;W49/07;W2;Dez/07
2007;12;Dezembro;4;5;200712;2;Quarta-Feira;05/12/2007;200702;49;2;S2;4º TRI;Dez;W49/07;W2;Dez/07
2007;12;Dezembro;4;6;200712;2;Quinta-Feira;06/12/2007;200702;49;2;S2;4º TRI;Dez;W49/07;W2;Dez/07
2007;12;Dezembro;4;7;200712;2;Sexta-Feira;07/12/2007;200702;49;2;S2;4º TRI;Dez;W49/07;W2;Dez/07
2007;12;Dezembro;4;8;200712;2;Sábado;08/12/2007;200702;49;2;S2;4º TRI;Dez;W49/07;W2;Dez/07
2008;1;Janeiro;1;6;200801;1;Domingo;06/01/2008;200801;2;2;S1;1º TRI;Jan;W2/08;W2;Jan/08
2008;1;Janeiro;1;7;200801;1;Segunda-Feira;07/01/2008;200801;2;2;S1;1º TRI;Jan;W2/08;W2;Jan/08
2008;1;Janeiro;1;8;200801;1;Terça-Feira;08/01/2008;200801;2;2;S1;1º TRI;Jan;W2/08;W2;Jan/08
2008;1;Janeiro;1;9;200801;1;Quarta-Feira;09/01/2008;200801;2;2;S1;1º TRI;Jan;W2/08;W2;Jan/08
2008;1;Janeiro;1;10;200801;1;Quinta-Feira;10/01/2008;200801;2;2;S1;1º TRI;Jan;W2/08;W2;Jan/08
2008;1;Janeiro;1;11;200801;1;Sexta-Feira;11/01/2008;200801;2;2;S1;1º TRI;Jan;W2/08;W2;Jan/08
2008;1;Janeiro;1;12;200801;1;Sábado;12/01/2008;200801;2;2;S1;1º TRI;Jan;W2/08;W2;Jan/08
2008;2;Fevereiro;1;3;200802;1;Domingo;03/02/2008;200801;6;2;S1;1º TRI;Fev;W6/08;W2;Fev/08
2008;2;Fevereiro;1;4;200802;1;Segunda-Feira;04/02/2008;200801;6;2;S1;1º TRI;Fev;W6/08;W2;Fev/08
2008;2;Fevereiro;1;5;200802;1;Terça-Feira;05/02/2008;200801;6;2;S1;1º TRI;Fev;W6/08;W2;Fev/08
2008;2;Fevereiro;1;6;200802;1;Quarta-Feira;06/02/2008;200801;6;2;S1;1º TRI;Fev;W6/08;W2;Fev/08
2008;2;Fevereiro;1;7;200802;1;Quinta-Feira;07/02/2008;200801;6;2;S1;1º TRI;Fev;W6/08;W2;Fev/08
2008;2;Fevereiro;1;8;200802;1;Sexta-Feira;08/02/2008;200801;6;2;S1;1º TRI;Fev;W6/08;W2;Fev/08
2008;2;Fevereiro;1;9;200802;1;Sábado;09/02/2008;200801;6;2;S1;1º TRI;Fev;W6/08;W2;Fev/08
2008;3;Março;1;2;200803;1;Domingo;02/03/2008;200801;10;2;S1;1º TRI;Mar;W10/08;W2;Mar/08
2008;3;Março;1;3;200803;1;Segunda-Feira;03/03/2008;200801;10;2;S1;1º TRI;Mar;W10/08;W2;Mar/08
2008;3;Março;1;4;200803;1;Terça-Feira;04/03/2008;200801;10;2;S1;1º TRI;Mar;W10/08;W2;Mar/08
2008;3;Março;1;5;200803;1;Quarta-Feira;05/03/2008;200801;10;2;S1;1º TRI;Mar;W10/08;W2;Mar/08
2008;3;Março;1;6;200803;1;Quinta-Feira;06/03/2008;200801;10;2;S1;1º TRI;Mar;W10/08;W2;Mar/08
2008;3;Março;1;7;200803;1;Sexta-Feira;07/03/2008;200801;10;2;S1;1º TRI;Mar;W10/08;W2;Mar/08
2008;3;Março;1;8;200803;1;Sábado;08/03/2008;200801;10;2;S1;1º TRI;Mar;W10/08;W2;Mar/08
2008;4;Abril;2;6;200804;1;Domingo;06/04/2008;200801;15;2;S1;2º TRI;Abr;W15/08;W2;Abr/08
2008;4;Abril;2;7;200804;1;Segunda-Feira;07/04/2008;200801;15;2;S1;2º TRI;Abr;W15/08;W2;Abr/08
2008;4;Abril;2;8;200804;1;Terça-Feira;08/04/2008;200801;15;2;S1;2º TRI;Abr;W15/08;W2;Abr/08
2008;4;Abril;2;9;200804;1;Quarta-Feira;09/04/2008;200801;15;2;S1;2º TRI;Abr;W15/08;W2;Abr/08
2008;4;Abril;2;10;200804;1;Quinta-Feira;10/04/2008;200801;15;2;S1;2º TRI;Abr;W15/08;W2;Abr/08
2008;4;Abril;2;11;200804;1;Sexta-Feira;11/04/2008;200801;15;2;S1;2º TRI;Abr;W15/08;W2;Abr/08
2008;4;Abril;2;12;200804;1;Sábado;12/04/2008;200801;15;2;S1;2º TRI;Abr;W15/08;W2;Abr/08
2008;5;Maio;2;4;200805;1;Domingo;04/05/2008;200801;19;2;S1;2º TRI;Mai;W19/08;W2;Mai/08
2008;5;Maio;2;5;200805;1;Segunda-Feira;05/05/2008;200801;19;2;S1;2º TRI;Mai;W19/08;W2;Mai/08
2008;5;Maio;2;6;200805;1;Terça-Feira;06/05/2008;200801;19;2;S1;2º TRI;Mai;W19/08;W2;Mai/08
2008;5;Maio;2;7;200805;1;Quarta-Feira;07/05/2008;200801;19;2;S1;2º TRI;Mai;W19/08;W2;Mai/08
2008;5;Maio;2;8;200805;1;Quinta-Feira;08/05/2008;200801;19;2;S1;2º TRI;Mai;W19/08;W2;Mai/08
2008;5;Maio;2;9;200805;1;Sexta-Feira;09/05/2008;200801;19;2;S1;2º TRI;Mai;W19/08;W2;Mai/08
2008;5;Maio;2;10;200805;1;Sábado;10/05/2008;200801;19;2;S1;2º TRI;Mai;W19/08;W2;Mai/08
2008;6;Junho;2;8;200806;1;Domingo;08/06/2008;200801;24;2;S1;2º TRI;Jun;W24/08;W2;Jun/08
2008;6;Junho;2;9;200806;1;Segunda-Feira;09/06/2008;200801;24;2;S1;2º TRI;Jun;W24/08;W2;Jun/08
2008;6;Junho;2;10;200806;1;Terça-Feira;10/06/2008;200801;24;2;S1;2º TRI;Jun;W24/08;W2;Jun/08
2008;6;Junho;2;11;200806;1;Quarta-Feira;11/06/2008;200801;24;2;S1;2º TRI;Jun;W24/08;W2;Jun/08
2008;6;Junho;2;12;200806;1;Quinta-Feira;12/06/2008;200801;24;2;S1;2º TRI;Jun;W24/08;W2;Jun/08
2008;6;Junho;2;13;200806;1;Sexta-Feira;13/06/2008;200801;24;2;S1;2º TRI;Jun;W24/08;W2;Jun/08
2008;6;Junho;2;14;200806;1;Sábado;14/06/2008;200801;24;2;S1;2º TRI;Jun;W24/08;W2;Jun/08
2008;7;Julho;3;6;200807;2;Domingo;06/07/2008;200802;28;2;S2;3º TRI;Jul;W28/08;W2;Jul/08
2008;7;Julho;3;7;200807;2;Segunda-Feira;07/07/2008;200802;28;2;S2;3º TRI;Jul;W28/08;W2;Jul/08
2008;7;Julho;3;8;200807;2;Terça-Feira;08/07/2008;200802;28;2;S2;3º TRI;Jul;W28/08;W2;Jul/08
2008;7;Julho;3;9;200807;2;Quarta-Feira;09/07/2008;200802;28;2;S2;3º TRI;Jul;W28/08;W2;Jul/08
2008;7;Julho;3;10;200807;2;Quinta-Feira;10/07/2008;200802;28;2;S2;3º TRI;Jul;W28/08;W2;Jul/08
2008;7;Julho;3;11;200807;2;Sexta-Feira;11/07/2008;200802;28;2;S2;3º TRI;Jul;W28/08;W2;Jul/08
2008;7;Julho;3;12;200807;2;Sábado;12/07/2008;200802;28;2;S2;3º TRI;Jul;W28/08;W2;Jul/08
2008;8;Agosto;3;3;200808;2;Domingo;03/08/2008;200802;32;2;S2;3º TRI;Ago;W32/08;W2;Ago/08
2008;8;Agosto;3;4;200808;2;Segunda-Feira;04/08/2008;200802;32;2;S2;3º TRI;Ago;W32/08;W2;Ago/08
2008;8;Agosto;3;5;200808;2;Terça-Feira;05/08/2008;200802;32;2;S2;3º TRI;Ago;W32/08;W2;Ago/08
2008;8;Agosto;3;6;200808;2;Quarta-Feira;06/08/2008;200802;32;2;S2;3º TRI;Ago;W32/08;W2;Ago/08
2008;8;Agosto;3;7;200808;2;Quinta-Feira;07/08/2008;200802;32;2;S2;3º TRI;Ago;W32/08;W2;Ago/08
2008;8;Agosto;3;8;200808;2;Sexta-Feira;08/08/2008;200802;32;2;S2;3º TRI;Ago;W32/08;W2;Ago/08
2008;8;Agosto;3;9;200808;2;Sábado;09/08/2008;200802;32;2;S2;3º TRI;Ago;W32/08;W2;Ago/08
2008;9;Setembro;3;7;200809;2;Domingo;07/09/2008;200802;37;2;S2;3º TRI;Set;W37/08;W2;Set/08
2008;9;Setembro;3;8;200809;2;Segunda-Feira;08/09/2008;200802;37;2;S2;3º TRI;Set;W37/08;W2;Set/08
2008;9;Setembro;3;9;200809;2;Terça-Feira;09/09/2008;200802;37;2;S2;3º TRI;Set;W37/08;W2;Set/08
2008;9;Setembro;3;10;200809;2;Quarta-Feira;10/09/2008;200802;37;2;S2;3º TRI;Set;W37/08;W2;Set/08
2008;9;Setembro;3;11;200809;2;Quinta-Feira;11/09/2008;200802;37;2;S2;3º TRI;Set;W37/08;W2;Set/08
2008;9;Setembro;3;12;200809;2;Sexta-Feira;12/09/2008;200802;37;2;S2;3º TRI;Set;W37/08;W2;Set/08
2008;9;Setembro;3;13;200809;2;Sábado;13/09/2008;200802;37;2;S2;3º TRI;Set;W37/08;W2;Set/08
2008;10;Outubro;4;5;200810;2;Domingo;05/10/2008;200802;41;2;S2;4º TRI;Out;W41/08;W2;Out/08
2008;10;Outubro;4;6;200810;2;Segunda-Feira;06/10/2008;200802;41;2;S2;4º TRI;Out;W41/08;W2;Out/08
2008;10;Outubro;4;7;200810;2;Terça-Feira;07/10/2008;200802;41;2;S2;4º TRI;Out;W41/08;W2;Out/08
2008;10;Outubro;4;8;200810;2;Quarta-Feira;08/10/2008;200802;41;2;S2;4º TRI;Out;W41/08;W2;Out/08
2008;10;Outubro;4;9;200810;2;Quinta-Feira;09/10/2008;200802;41;2;S2;4º TRI;Out;W41/08;W2;Out/08
2008;10;Outubro;4;10;200810;2;Sexta-Feira;10/10/2008;200802;41;2;S2;4º TRI;Out;W41/08;W2;Out/08
2008;10;Outubro;4;11;200810;2;Sábado;11/10/2008;200802;41;2;S2;4º TRI;Out;W41/08;W2;Out/08
2008;11;Novembro;4;2;200811;2;Domingo;02/11/2008;200802;45;2;S2;4º TRI;Nov;W45/08;W2;Nov/08
2008;11;Novembro;4;3;200811;2;Segunda-Feira;03/11/2008;200802;45;2;S2;4º TRI;Nov;W45/08;W2;Nov/08
2008;11;Novembro;4;4;200811;2;Terça-Feira;04/11/2008;200802;45;2;S2;4º TRI;Nov;W45/08;W2;Nov/08
2008;11;Novembro;4;5;200811;2;Quarta-Feira;05/11/2008;200802;45;2;S2;4º TRI;Nov;W45/08;W2;Nov/08
2008;11;Novembro;4;6;200811;2;Quinta-Feira;06/11/2008;200802;45;2;S2;4º TRI;Nov;W45/08;W2;Nov/08
2008;11;Novembro;4;7;200811;2;Sexta-Feira;07/11/2008;200802;45;2;S2;4º TRI;Nov;W45/08;W2;Nov/08
2008;11;Novembro;4;8;200811;2;Sábado;08/11/2008;200802;45;2;S2;4º TRI;Nov;W45/08;W2;Nov/08
2008;12;Dezembro;4;7;200812;2;Domingo;07/12/2008;200802;50;2;S2;4º TRI;Dez;W50/08;W2;Dez/08
2008;12;Dezembro;4;8;200812;2;Segunda-Feira;08/12/2008;200802;50;2;S2;4º TRI;Dez;W50/08;W2;Dez/08
2008;12;Dezembro;4;9;200812;2;Terça-Feira;09/12/2008;200802;50;2;S2;4º TRI;Dez;W50/08;W2;Dez/08
2008;12;Dezembro;4;10;200812;2;Quarta-Feira;10/12/2008;200802;50;2;S2;4º TRI;Dez;W50/08;W2;Dez/08
2008;12;Dezembro;4;11;200812;2;Quinta-Feira;11/12/2008;200802;50;2;S2;4º TRI;Dez;W50/08;W2;Dez/08
2008;12;Dezembro;4;12;200812;2;Sexta-Feira;12/12/2008;200802;50;2;S2;4º TRI;Dez;W50/08;W2;Dez/08
2008;12;Dezembro;4;13;200812;2;Sábado;13/12/2008;200802;50;2;S2;4º TRI;Dez;W50/08;W2;Dez/08
2009;1;Janeiro;1;4;200901;1;Domingo;04/01/2009;200901;2;2;S1;1º TRI;Jan;W2/09;W2;Jan/09
2009;1;Janeiro;1;5;200901;1;Segunda-Feira;05/01/2009;200901;2;2;S1;1º TRI;Jan;W2/09;W2;Jan/09
2009;1;Janeiro;1;6;200901;1;Terça-Feira;06/01/2009;200901;2;2;S1;1º TRI;Jan;W2/09;W2;Jan/09
2009;1;Janeiro;1;7;200901;1;Quarta-Feira;07/01/2009;200901;2;2;S1;1º TRI;Jan;W2/09;W2;Jan/09
2009;1;Janeiro;1;8;200901;1;Quinta-Feira;08/01/2009;200901;2;2;S1;1º TRI;Jan;W2/09;W2;Jan/09
2009;1;Janeiro;1;9;200901;1;Sexta-Feira;09/01/2009;200901;2;2;S1;1º TRI;Jan;W2/09;W2;Jan/09
2009;1;Janeiro;1;10;200901;1;Sábado;10/01/2009;200901;2;2;S1;1º TRI;Jan;W2/09;W2;Jan/09
2009;2;Fevereiro;1;8;200902;1;Domingo;08/02/2009;200901;7;2;S1;1º TRI;Fev;W7/09;W2;Fev/09
2009;2;Fevereiro;1;9;200902;1;Segunda-Feira;09/02/2009;200901;7;2;S1;1º TRI;Fev;W7/09;W2;Fev/09
2009;2;Fevereiro;1;10;200902;1;Terça-Feira;10/02/2009;200901;7;2;S1;1º TRI;Fev;W7/09;W2;Fev/09
2009;2;Fevereiro;1;11;200902;1;Quarta-Feira;11/02/2009;200901;7;2;S1;1º TRI;Fev;W7/09;W2;Fev/09
2009;2;Fevereiro;1;12;200902;1;Quinta-Feira;12/02/2009;200901;7;2;S1;1º TRI;Fev;W7/09;W2;Fev/09
2009;2;Fevereiro;1;13;200902;1;Sexta-Feira;13/02/2009;200901;7;2;S1;1º TRI;Fev;W7/09;W2;Fev/09
2009;2;Fevereiro;1;14;200902;1;Sábado;14/02/2009;200901;7;2;S1;1º TRI;Fev;W7/09;W2;Fev/09
2009;3;Março;1;8;200903;1;Domingo;08/03/2009;200901;11;2;S1;1º TRI;Mar;W11/09;W2;Mar/09
2009;3;Março;1;9;200903;1;Segunda-Feira;09/03/2009;200901;11;2;S1;1º TRI;Mar;W11/09;W2;Mar/09
2009;3;Março;1;10;200903;1;Terça-Feira;10/03/2009;200901;11;2;S1;1º TRI;Mar;W11/09;W2;Mar/09
2009;3;Março;1;11;200903;1;Quarta-Feira;11/03/2009;200901;11;2;S1;1º TRI;Mar;W11/09;W2;Mar/09
2009;3;Março;1;12;200903;1;Quinta-Feira;12/03/2009;200901;11;2;S1;1º TRI;Mar;W11/09;W2;Mar/09
2009;3;Março;1;13;200903;1;Sexta-Feira;13/03/2009;200901;11;2;S1;1º TRI;Mar;W11/09;W2;Mar/09
2009;3;Março;1;14;200903;1;Sábado;14/03/2009;200901;11;2;S1;1º TRI;Mar;W11/09;W2;Mar/09
2009;4;Abril;2;5;200904;1;Domingo;05/04/2009;200901;15;2;S1;2º TRI;Abr;W15/09;W2;Abr/09
2009;4;Abril;2;6;200904;1;Segunda-Feira;06/04/2009;200901;15;2;S1;2º TRI;Abr;W15/09;W2;Abr/09
2009;4;Abril;2;7;200904;1;Terça-Feira;07/04/2009;200901;15;2;S1;2º TRI;Abr;W15/09;W2;Abr/09
2009;4;Abril;2;8;200904;1;Quarta-Feira;08/04/2009;200901;15;2;S1;2º TRI;Abr;W15/09;W2;Abr/09
2009;4;Abril;2;9;200904;1;Quinta-Feira;09/04/2009;200901;15;2;S1;2º TRI;Abr;W15/09;W2;Abr/09
2009;4;Abril;2;10;200904;1;Sexta-Feira;10/04/2009;200901;15;2;S1;2º TRI;Abr;W15/09;W2;Abr/09
2009;4;Abril;2;11;200904;1;Sábado;11/04/2009;200901;15;2;S1;2º TRI;Abr;W15/09;W2;Abr/09
2009;5;Maio;2;3;200905;1;Domingo;03/05/2009;200901;19;2;S1;2º TRI;Mai;W19/09;W2;Mai/09
2009;5;Maio;2;4;200905;1;Segunda-Feira;04/05/2009;200901;19;2;S1;2º TRI;Mai;W19/09;W2;Mai/09
2009;5;Maio;2;5;200905;1;Terça-Feira;05/05/2009;200901;19;2;S1;2º TRI;Mai;W19/09;W2;Mai/09
2009;5;Maio;2;6;200905;1;Quarta-Feira;06/05/2009;200901;19;2;S1;2º TRI;Mai;W19/09;W2;Mai/09
2009;5;Maio;2;7;200905;1;Quinta-Feira;07/05/2009;200901;19;2;S1;2º TRI;Mai;W19/09;W2;Mai/09
2009;5;Maio;2;8;200905;1;Sexta-Feira;08/05/2009;200901;19;2;S1;2º TRI;Mai;W19/09;W2;Mai/09
2009;5;Maio;2;9;200905;1;Sábado;09/05/2009;200901;19;2;S1;2º TRI;Mai;W19/09;W2;Mai/09
2009;6;Junho;2;7;200906;1;Domingo;07/06/2009;200901;24;2;S1;2º TRI;Jun;W24/09;W2;Jun/09
