IdProduto;NomeProduto;IdProdutoSubcategoria;Marca;Classe;Cor
887;Contoso Bluetooth Notebook Mouse E70 Black;22;Contoso;Economy;Black
888;Contoso Bluetooth Notebook Mouse E70 White;22;Contoso;Economy;White
889;Contoso Bluetooth Notebook Mouse E70 Silver;22;Contoso;Economy;Silver
890;Contoso Bluetooth Notebook Mouse E70 Grey;22;Contoso;Economy;Grey
745;Contoso Car power adapter M90 Black;22;Contoso;Regular;Black
746;Contoso Notebook Peripheral Kit M69 Black;22;Contoso;Regular;Black
749;Contoso Laptop Starter Bundle M200 Black;22;Contoso;Regular;Black
750;Contoso Education Essentials Bundle M300 Black;22;Contoso;Regular;Black
753;Contoso Smart Battery M901 Black;22;Contoso;Regular;Black
756;Contoso USB 2.0 Dock Station docking station M800 Black;22;Contoso;Regular;Black
757;Contoso Enhanced Capacity Battery M800 Black;22;Contoso;Regular;Black
758;Contoso Connectivity Starter Kit Smart Buy M680 Black;22;Contoso;Regular;Black
763;Contoso Digital camera accessory kit M200 Black;22;Contoso;Regular;Black
775;Contoso Smart Battery M901 Blue;22;Contoso;Regular;Blue
776;Contoso Digital Camera Accessory kit M200 Blue;22;Contoso;Regular;Blue
780;Contoso Car power adapter M90 White;22;Contoso;Regular;White
781;Contoso Notebook Peripheral Kit M69 White;22;Contoso;Regular;White
784;Contoso Laptop Starter Bundle M200 White;22;Contoso;Regular;White
785;Contoso Education Essentials Bundle M300 White;22;Contoso;Regular;White
788;Contoso Smart Battery M901 White;22;Contoso;Regular;White
791;Contoso USB 2.0 Dock Station docking station M800 White;22;Contoso;Regular;White
792;Contoso Enhanced Capacity Battery M800 White;22;Contoso;Regular;White
793;Contoso Connectivity Starter Kit Smart Buy M680 White;22;Contoso;Regular;White
798;Contoso Digital camera accessory kit M200 White;22;Contoso;Regular;White
810;Contoso Car power adapter M90 Grey;22;Contoso;Regular;Grey
811;Contoso Notebook Peripheral Kit M69 Grey;22;Contoso;Regular;Grey
814;Contoso Laptop Starter Bundle M200 Grey;22;Contoso;Regular;Grey
815;Contoso Education Essentials Bundle M300 Grey;22;Contoso;Regular;Grey
818;Contoso Smart Battery M901 Grey;22;Contoso;Regular;Grey
821;Contoso USB 2.0 Dock Station docking station M800 Grey;22;Contoso;Regular;Grey
822;Contoso Enhanced Capacity Battery M800 Grey;22;Contoso;Regular;Grey
823;Contoso Connectivity Starter Kit Smart Buy M680 Grey;22;Contoso;Regular;Grey
828;Contoso Digital camera accessory kit M200 Grey;22;Contoso;Regular;Grey
839;Contoso USB Wave Multi-Media Keyboard M901 Gold;22;Contoso;Regular;Gold
840;Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold;22;Contoso;Regular;Gold
743;Contoso Rechargeable Battery E100 Black;22;Contoso;Economy;Black
744;Contoso Dual USB Power Adapter - power adapter E300 Black;22;Contoso;Economy;Black
747;Contoso Mouse Lock Bundle E200 Black;22;Contoso;Economy;Black
748;Contoso Education Supplies Bundle E200 Black;22;Contoso;Economy;Black
751;Contoso Desktop Alternative Bundle E200 Black;22;Contoso;Economy;Black
752;Contoso Power Inverter - DC to AC power inverter E900 Black;22;Contoso;Economy;Black
754;Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black;22;Contoso;Economy;Black
755;Contoso Home/Office Laptop Power Adapter E300 Black;22;Contoso;Economy;Black
759;Contoso 90W AC/DC Power Adapter E300 Black;22;Contoso;Economy;Black
760;Contoso Reserve Pen - Tablet Pen E200 Black;22;Contoso;Economy;Black
761;Contoso USB Data Link-direct connect adapter E600 Black;22;Contoso;Economy;Black
762;Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black;22;Contoso;Deluxe;Black
764;Contoso Leather Case - case for digital photo camera X20 Black;22;Contoso;Deluxe;Black
765;Contoso Lens cap E80 Black;22;Contoso;Economy;Black
766;Contoso Battery charger - bike E200 Black;22;Contoso;Economy;Black
767;Contoso USB Optical Mouse E200 Black;22;Contoso;Economy;Black
768;Contoso ADSL Modem Splitter/Filter X 1 E100 Black;22;Contoso;Economy;Black
769;Contoso ADSL Modem Splitter/Filter X 2 E200 Black;22;Contoso;Economy;Black
770;Contoso ADSL Modem Splitter/Filter X 3 E300 Black;22;Contoso;Economy;Black
771;Contoso USB Wave Multi-media Keyboard E280 Black;22;Contoso;Economy;Black
772;Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black;22;Contoso;Economy;Black
773;Contoso USB Wave Multi-media Keyboard E280 Blue;22;Contoso;Economy;Blue
774;Contoso USB Optical Mouse E200 Blue;22;Contoso;Economy;Blue
777;Contoso Reserve Pen -Tablet Pen E200 Blue;22;Contoso;Economy;Blue
778;Contoso Rechargeable Battery E100 White;22;Contoso;Economy;White
779;Contoso Dual USB Power Adapter - power adapter E300 White;22;Contoso;Economy;White
782;Contoso Mouse Lock Bundle E200 White;22;Contoso;Economy;White
783;Contoso Education Supplies Bundle E200 White;22;Contoso;Economy;White
786;Contoso Desktop Alternative Bundle E200 White;22;Contoso;Economy;White
787;Contoso Power Inverter - DC to AC power inverter E900 White;22;Contoso;Economy;White
789;Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White;22;Contoso;Economy;White
790;Contoso Home/Office Laptop Power Adapter E300 White;22;Contoso;Economy;White
794;Contoso 90W AC/DC Power Adapter E300 White;22;Contoso;Economy;White
795;Contoso Reserve Pen - Tablet Pen E200 White;22;Contoso;Economy;White
796;Contoso USB Data Link - direct connect adapter E600 White;22;Contoso;Economy;White
797;Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White;22;Contoso;Deluxe;White
799;Contoso Leather Case - case for digital photo camera X20 White;22;Contoso;Deluxe;White
800;Contoso Lens cap E80 White;22;Contoso;Economy;White
801;Contoso Battery charger - bike E200 White;22;Contoso;Economy;White
802;Contoso USB Optical Mouse E200 White;22;Contoso;Economy;White
803;Contoso ADSL Modem Splitter/Filter X 1 E100 White;22;Contoso;Economy;White
804;Contoso ADSL Modem Splitter/Filter X 2 E200 White;22;Contoso;Economy;White
805;Contoso ADSL Modem Splitter/Filter X 3 E300 White;22;Contoso;Economy;White
806;Contoso USB Wave Multi-media Keyboard E280 White;22;Contoso;Economy;White
807;Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White;22;Contoso;Economy;White
808;Contoso Rechargeable Battery E100 Grey;22;Contoso;Economy;Grey
809;Contoso Dual USB Power Adapter - power adapter E300 Grey;22;Contoso;Economy;Grey
812;Contoso Mouse Lock Bundle E200 Grey;22;Contoso;Economy;Grey
813;Contoso Education Supplies Bundle E200 Grey;22;Contoso;Economy;Grey
816;Contoso Desktop Alternative Bundle E200 Grey;22;Contoso;Economy;Grey
817;Contoso Power Inverter - DC to AC power inverter E900 Grey;22;Contoso;Economy;Grey
819;Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey;22;Contoso;Economy;Grey
820;Contoso Home/Office Laptop Power Adapter E300 Grey;22;Contoso;Economy;Grey
824;Contoso 90W AC/DC Power Adapter E300 Grey;22;Contoso;Economy;Grey
825;Contoso Reserve Pen - Tablet Pen E200 Grey;22;Contoso;Economy;Grey
826;Contoso USB Data Link - direct connect adapter E600 Grey;22;Contoso;Economy;Grey
827;Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey;22;Contoso;Deluxe;Grey
829;Contoso Leather Case - case for digital photo camera X20 Grey;22;Contoso;Deluxe;Grey
830;Contoso Lens cap E80 Grey;22;Contoso;Economy;Grey
831;Contoso Battery charger - bike E200 Grey;22;Contoso;Economy;Grey
832;Contoso USB Optical Mouse E200 Grey;22;Contoso;Economy;Grey
833;Contoso ADSL Modem Splitter/Filter X 1 E100 Grey;22;Contoso;Economy;Grey
834;Contoso ADSL Modem Splitter/Filter X 2 E200 Grey;22;Contoso;Economy;Grey
835;Contoso ADSL Modem Splitter/Filter X 3 E300 Grey;22;Contoso;Economy;Grey
836;Contoso USB Wave Multi-Media Keyboard E280 Grey;22;Contoso;Economy;Grey
837;Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey;22;Contoso;Economy;Grey
838;Contoso USB Optical Mouse E200 Gold;22;Contoso;Economy;Gold
841;Contoso Reserve Pen - Tablet Pen E200 Gold;22;Contoso;Economy;Gold
37;Contoso 8GB Clock & Radio MP3 Player X850 Silver;1;Contoso;Deluxe;Silver
39;Contoso 8GB Clock & Radio MP3 Player X850 Green;1;Contoso;Deluxe;Green
40;Contoso 8GB Clock & Radio MP3 Player X850 Blue;1;Contoso;Deluxe;Blue
1290;Contoso Macro Zoom Lens X300 Silver;28;Contoso;Deluxe;Silver
1291;Contoso Macro Zoom Lens X300 White;28;Contoso;Deluxe;White
1292;Contoso Macro Zoom Lens X300 Black;28;Contoso;Deluxe;Black
1293;Contoso Telephoto Conversion Lens X400 Silver;28;Contoso;Deluxe;Silver
1294;Contoso Telephoto Conversion Lens X400 White;28;Contoso;Deluxe;White
1295;Contoso Telephoto Conversion Lens X400 Black;28;Contoso;Deluxe;Black
2512;Contoso Bluetooth Active Headphones L15 Black;33;Contoso;Deluxe;Black
2513;Contoso Bluetooth Active Headphones L15 Red;33;Contoso;Deluxe;Red
2514;Contoso Bluetooth Active Headphones L15 White;33;Contoso;Deluxe;White
38;Contoso 8GB Clock & Radio MP3 Player X850 Black;1;Contoso;Deluxe;Black
575;Contoso Projector 1080p X980 Black;19;Contoso;Deluxe;Black
576;Contoso Projector 1080p X981 Black;19;Contoso;Deluxe;Black
587;Contoso Projector 1080p X980 White;19;Contoso;Deluxe;White
588;Contoso Projector 1080p X981 White;19;Contoso;Deluxe;White
599;Contoso Projector 1080p X980 Silver;19;Contoso;Deluxe;Silver
600;Contoso Projector 1080p X981 Silver;19;Contoso;Deluxe;Silver
1076;Contoso SLR Camera X142 Black;24;Contoso;Deluxe;Black
1080;Contoso SLR Camera X143 Silver;24;Contoso;Deluxe;Silver
1084;Contoso SLR Camera X143 Grey;24;Contoso;Deluxe;Grey
1088;Contoso SLR Camera X144 Silver Grey;24;Contoso;Deluxe;Silver Grey
1092;Contoso SLR Camera X144 Gold;24;Contoso;Deluxe;Gold
1096;Contoso SLR Camera X145 Pink;24;Contoso;Deluxe;Pink
1100;Contoso SLR Camera X145 Blue;24;Contoso;Deluxe;Blue
1326;Contoso Centrex Phone System L10 Black;29;Contoso;Deluxe;Black
1327;Contoso In front of Centrex L15 Black;29;Contoso;Deluxe;Black
1328;Contoso behind Centrex X15 Black;29;Contoso;Deluxe;Black
1342;Contoso Integrated Business Phone With card L10 Black;29;Contoso;Deluxe;Black
1343;Contoso Integrated Business Phone L08 Black;29;Contoso;Deluxe;Black
1359;Contoso Centrex Phone System L10 White;29;Contoso;Deluxe;White
1360;Contoso In front of Centrex L15 White;29;Contoso;Deluxe;White
1361;Contoso Behind Centrex X15 White;29;Contoso;Deluxe;White
1375;Contoso Integrated Business Phone With card L10 White;29;Contoso;Deluxe;White
1376;Contoso Integrated Business Phone L08 White;29;Contoso;Deluxe;White
1392;Contoso Centrex Phone System L10 Grey;29;Contoso;Deluxe;Grey
1393;Contoso In front of Centrex L15 Grey;29;Contoso;Deluxe;Grey
1394;Contoso behind Centrex X15 Grey;29;Contoso;Deluxe;Grey
1622;Contoso DVD Recorder L200 Black;35;Contoso;Deluxe;Black
1623;Contoso DVD Recorder L210 Silver;35;Contoso;Deluxe;Silver
1624;Contoso DVD Recorder L220 White;35;Contoso;Deluxe;White
1625;Contoso DVD Recorder L230 Grey;35;Contoso;Deluxe;Grey
1626;Contoso DVD Recorder L240 Gold;35;Contoso;Deluxe;Gold
1630;Contoso DVD 60 DVD Storage Binder L20 Black;35;Contoso;Deluxe;Black
1635;Contoso DVD 60 DVD Storage Binder L20 Silver;35;Contoso;Deluxe;Silver
1640;Contoso DVD 60 DVD Storage Binder L20 Red;35;Contoso;Deluxe;Red
1649;Contoso DVD 14-Inch Player Portable L100 Black;35;Contoso;Deluxe;Black
1650;Contoso DVD 15-Inch Player Portable L200 Black;35;Contoso;Deluxe;Black
1654;Contoso DVD 14-Inch Player Portable L100 Silver;35;Contoso;Deluxe;Silver
1655;Contoso DVD 15-Inch Player Portable L200 Silver;35;Contoso;Deluxe;Silver
1659;Contoso DVD 14-Inch Player Portable L100 White;35;Contoso;Deluxe;White
1660;Contoso DVD 15-Inch Player Portable L200 White;35;Contoso;Deluxe;White
1867;Contoso Washer & Dryer 27in L270 White;41;Contoso;Deluxe;White
1872;Contoso Washer & Dryer 27in L270 Silver;41;Contoso;Deluxe;Silver
1877;Contoso Washer & Dryer 27in L270 Blue;41;Contoso;Deluxe;Blue
1882;Contoso Washer & Dryer 27in L270 Green;41;Contoso;Deluxe;Green
1887;Contoso Washer & Dryer 27in L270 Red;41;Contoso;Deluxe;Red
2055;Contoso Microwave 1.5CuFt X0110 White;43;Contoso;Deluxe;White
2061;Contoso Microwave 1.5CuFt X0110 Silver;43;Contoso;Deluxe;Silver
2067;Contoso Microwave 1.5CuFt X0110 Grey;43;Contoso;Deluxe;Grey
2073;Contoso Microwave 1.5CuFt X0110 Red;43;Contoso;Deluxe;Red
2079;Contoso Microwave 1.5CuFt X0110 Black;43;Contoso;Deluxe;Black
2085;Contoso Water Heater 7.2GPM X1800 White;44;Contoso;Deluxe;White
2090;Contoso Water Heater 7.2GPM X1800 Blue;44;Contoso;Deluxe;Blue
2095;Contoso Water Heater 7.2GPM X1800 Green;44;Contoso;Deluxe;Green
2100;Contoso Water Heater 7.2GPM X1800 Silver;44;Contoso;Deluxe;Silver
2105;Contoso Water Heater 7.2GPM X1800 Grey;44;Contoso;Deluxe;Grey
2110;Contoso Water Heater 7.2GPM X1800 Red;44;Contoso;Deluxe;Red
2116;Contoso Coffee Maker Super-Auto 12C X1250 Black;45;Contoso;Deluxe;Black
2122;Contoso Coffee Maker Super-Auto 12C X1250 Silver;45;Contoso;Deluxe;Silver
2128;Contoso Coffee Maker Super-Auto 12C X1250 White;45;Contoso;Deluxe;White
2134;Contoso Coffee Maker Super-Auto 12C X1250 Grey;45;Contoso;Deluxe;Grey
2348;Contoso Air conditioner 25000BTU L1672 White;47;Contoso;Deluxe;White
2355;Contoso Air conditioner 25000BTU L1672 Red;47;Contoso;Deluxe;Red
2362;Contoso Air conditioner 25000BTU L1672 Silver;47;Contoso;Deluxe;Silver
2369;Contoso Air conditioner 25000BTU L1672 Grey;47;Contoso;Deluxe;Grey
2376;Contoso Air conditioner 25000BTU L1672 Blue;47;Contoso;Deluxe;Blue
1257;Contoso Cyber Shot Digital Cameras Adapter E306 Pink;28;Contoso;Economy;Pink
1311;Contoso Digital Camera/Camcorder USB Cable E324 White;28;Contoso;Economy;White
2495;Headphone Adapter for Contoso Phone E130 Black;33;Contoso;Economy;Black
2496;Headphone Adapter for Contoso Phone E130 Silver;33;Contoso;Economy;Silver
2497;Headphone Adapter for Contoso Phone E130 White;33;Contoso;Economy;White
1258;Contoso Cyber Shot Digital Cameras Adapter E306 Blue;28;Contoso;Economy;Blue
1263;Contoso Rechargeable Battery Pack E310 Silver;28;Contoso;Economy;Silver
1275;Contoso Digital Cameras Lightweight Tripod E316 Black;28;Contoso;Economy;Black
1276;Contoso Digital Cameras Lightweight Tripod E316 Pink;28;Contoso;Economy;Pink
2506;Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink;33;Contoso;Economy;Pink
2507;Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White;33;Contoso;Economy;White
2508;Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver;33;Contoso;Economy;Silver
2494;Reusable Phone Screen Protector E120;33;Contoso;Economy;Transparent
1;Contoso 512MB MP3 Player E51 Silver;1;Contoso;Economy;Silver
2;Contoso 512MB MP3 Player E51 Blue;1;Contoso;Economy;Blue
3;Contoso 1G MP3 Player E100 White;1;Contoso;Economy;White
4;Contoso 2G MP3 Player E200 Silver;1;Contoso;Economy;Silver
5;Contoso 2G MP3 Player E200 Red;1;Contoso;Economy;Red
6;Contoso 2G MP3 Player E200 Black;1;Contoso;Economy;Black
7;Contoso 2G MP3 Player E200 Blue;1;Contoso;Economy;Blue
8;Contoso 4G MP3 Player E400 Silver;1;Contoso;Economy;Silver
9;Contoso 4G MP3 Player E400 Black;1;Contoso;Economy;Black
10;Contoso 4G MP3 Player E400 Green;1;Contoso;Economy;Green
11;Contoso 4G MP3 Player E400 Orange;1;Contoso;Economy;Orange
12;Contoso 4GB Flash MP3 Player E401 Blue;1;Contoso;Economy;Blue
13;Contoso 4GB Flash MP3 Player E401 Black;1;Contoso;Economy;Black
14;Contoso 4GB Flash MP3 Player E401 Silver;1;Contoso;Economy;Silver
15;Contoso 4GB Flash MP3 Player E401 White;1;Contoso;Economy;White
1247;Contoso Rechargeable Li-Ion Battery Pack E300 Silver;28;Contoso;Economy;Silver
1248;Contoso Rechargeable Li-Ion Battery Pack E300 Black;28;Contoso;Economy;Black
1249;Contoso Rechargeable Li-Ion Battery Pack E300 White;28;Contoso;Economy;White
1250;Contoso Travel Charger for S-Series Battery E302 Silver;28;Contoso;Economy;Silver
1251;Contoso Travel Charger for S-Series Battery E302 Black;28;Contoso;Economy;Black
1252;Contoso Travel Charger for S-Series Battery E302 White;28;Contoso;Economy;White
1253;Contoso General Carrying Case E304 Silver;28;Contoso;Economy;Silver
1254;Contoso General Carrying Case E304 Black;28;Contoso;Economy;Black
1255;Contoso General Carrying Case E304 White;28;Contoso;Economy;White
1256;Contoso General Carrying Case E304 Blue;28;Contoso;Economy;Blue
1259;Contoso Cyber Shot Digital Cameras Adapter E306 Black;28;Contoso;Economy;Black
1260;Contoso Multi-Use Terminal Cable E308 Silver;28;Contoso;Economy;Silver
1261;Contoso Multi-Use Terminal Cable E308 White;28;Contoso;Economy;White
1262;Contoso Multi-Use Terminal Cable E308 Black;28;Contoso;Economy;Black
1264;Contoso Rechargeable Battery Pack E310 Black;28;Contoso;Economy;Black
1265;Contoso Rechargeable Battery Pack E310 White;28;Contoso;Economy;White
1266;Contoso Carrying Case E312 Silver;28;Contoso;Economy;Silver
1267;Contoso Carrying Case E312 Pink;28;Contoso;Economy;Pink
1268;Contoso Carrying Case E312 White;28;Contoso;Economy;White
1269;Contoso Carrying Case E312 Blue;28;Contoso;Economy;Blue
1270;Contoso Lens Cap Keeper E314 Pink;28;Contoso;Economy;Pink
1271;Contoso Lens Cap Keeper E314 Yellow;28;Contoso;Economy;Yellow
1272;Contoso Lens Cap Keeper E314 White;28;Contoso;Economy;White
1273;Contoso Lens Cap Keeper E314 Silver;28;Contoso;Economy;Silver
1274;Contoso Digital Cameras Lightweight Tripod E316 White;28;Contoso;Economy;White
1277;Contoso Digital Cameras Lightweight Tripod E316 Silver;28;Contoso;Economy;Silver
1278;Contoso General Soft Carrying Case E318 Blue;28;Contoso;Economy;Blue
1279;Contoso General Soft Carrying Case E318 Black;28;Contoso;Economy;Black
1280;Contoso General Soft Carrying Case E318 Silver;28;Contoso;Economy;Silver
1281;Contoso General Soft Carrying Case E318 White;28;Contoso;Economy;White
1282;Contoso Mini Battery Charger Kit E320 Red;28;Contoso;Economy;Red
1283;Contoso Mini Battery Charger Kit E320 White;28;Contoso;Economy;White
1284;Contoso Mini Battery Charger Kit E320 Black;28;Contoso;Economy;Black
1285;Contoso Mini Battery Charger Kit E320 Silver;28;Contoso;Economy;Silver
1286;Contoso Genuine Leather Grip Belt E322 Black;28;Contoso;Economy;Black
1287;Contoso Genuine Leather Grip Belt E322 White;28;Contoso;Economy;White
1288;Contoso Genuine Leather Grip Belt E322 Silver;28;Contoso;Economy;Silver
1289;Contoso Genuine Leather Grip Belt E322 Grey;28;Contoso;Economy;Grey
1308;Contoso Digital Camera/Camcorder USB Cable E324 Purple;28;Contoso;Economy;Purple
1309;Contoso Digital Camera/Camcorder USB Cable E324 Black;28;Contoso;Economy;Black
1310;Contoso Digital Camera/Camcorder USB Cable E324 Silver;28;Contoso;Economy;Silver
1465;Contoso Finger Touch Screen Phones M30 Black;31;Contoso;Economy;Black
1468;Contoso Touch Screen Phones - CRT M11 Black;31;Contoso;Economy;Black
2488;Contoso Rubberized Skin BlackBerry E100 Black;33;Contoso;Economy;Black
2489;Contoso Rubberized Skin BlackBerry E100 Silver;33;Contoso;Economy;Silver
2490;Contoso Rubberized Skin BlackBerry E100 White;33;Contoso;Economy;White
2491;Cigarette Lighter Adapter for Contoso Phones E110 Black;33;Contoso;Economy;Black
2492;Cigarette Lighter Adapter for Contoso Phones E110 White;33;Contoso;Economy;White
2493;Cigarette Lighter Adapter for Contoso Phones E110 Red;33;Contoso;Economy;Red
2498;Contoso Phone Tough Skin Case E140 Black;33;Contoso;Economy;Black
2499;Contoso Phone Tough Skin Case E140 White;33;Contoso;Economy;White
2500;Contoso Phone Tough Skin Case E140 Silver;33;Contoso;Economy;Silver
2501;Contoso Phone Tough Skin Case E140 Pink;33;Contoso;Economy;Pink
2502;Contoso Touch Stylus Pen E150 Black;33;Contoso;Economy;Black
2503;Contoso Touch Stylus Pen E150 Silver;33;Contoso;Economy;Silver
2504;Contoso Touch Stylus Pen E150 White;33;Contoso;Economy;White
2505;Contoso Touch Stylus Pen E150 Red;33;Contoso;Economy;Red
2509;Contoso Original K1m Li-Ion Standard Battery E170 Black;33;Contoso;Economy;Black
2510;Contoso Original K1m Li-Ion Standard Battery E170 White;33;Contoso;Economy;White
2511;Contoso Original K1m Li-Ion Standard Battery E170 Silver;33;Contoso;Economy;Silver
2515;Contoso In-Line Coupler E180 White;33;Contoso;Economy;White
2516;Contoso In-Line Coupler E180 Black;33;Contoso;Economy;Black
2517;Contoso In-Line Coupler E180 Silver;33;Contoso;Economy;Silver
240;Contoso Home Theater System 2.1 Channel E1200 Black;11;Contoso;Economy;Black
249;Contoso Home Theater System 2.1 Channel E1220 Black;11;Contoso;Economy;Black
253;Contoso Home Theater System 2.1 Channel E1200 Silver;11;Contoso;Economy;Silver
262;Contoso Home Theater System 2.1 Channel E1220 Silver;11;Contoso;Economy;Silver
266;Contoso Home Theater System 2.1 Channel E1200 White;11;Contoso;Economy;White
275;Contoso Home Theater System 2.1 Channel E1220 White;11;Contoso;Economy;White
279;Contoso Home Theater System 2.1 Channel E1200 Brown;11;Contoso;Economy;Brown
288;Contoso Home Theater System 2.1 Channel E1220 Brown;11;Contoso;Economy;Brown
584;Contoso Screen 100in E010 Black;19;Contoso;Economy;Black
585;Contoso Screen 85in E085 Black;19;Contoso;Economy;Black
586;Contoso Screen 80in E080 Black;19;Contoso;Economy;Black
596;Contoso Screen 100in E010 White;19;Contoso;Economy;White
597;Contoso Screen 85in E085 White;19;Contoso;Economy;White
598;Contoso Screen 80in E080 White;19;Contoso;Economy;White
608;Contoso Screen 100in E010 Silver;19;Contoso;Economy;Silver
609;Contoso Screen 85in E085 Silver;19;Contoso;Economy;Silver
610;Contoso Screen 80in E080 Silver;19;Contoso;Economy;Silver
1078;Contoso SLR Camera M142 Black;24;Contoso;Economy;Black
1082;Contoso SLR Camera M143 Silver;24;Contoso;Economy;Silver
1086;Contoso SLR Camera M143 Grey;24;Contoso;Economy;Grey
1106;Contoso SLR Camera M146 Orange;24;Contoso;Economy;Orange
1316;Contoso Single-line phones E10 Black;29;Contoso;Economy;Black
1317;Contoso Dual Handset Cordless Phone System  E20 Black;29;Contoso;Economy;Black
1318;Contoso 3 Handset Cordless Phone System  E30 Black;29;Contoso;Economy;Black
1340;Contoso Phone with Memory Dialing-single line E88 Black;29;Contoso;Economy;Black
1341;Contoso Phone with Memory Dialing-2 lines E90 Black;29;Contoso;Economy;Black
1344;Contoso Phone for MSN E200 Black;29;Contoso;Economy;Black
1349;Contoso Single-line phones E10 White;29;Contoso;Economy;White
1350;Contoso Dual Handset Cordless Phone System E20 White;29;Contoso;Economy;White
1351;Contoso 3 Handset Cordless Phone System E30 White;29;Contoso;Economy;White
1373;Contoso Phone with Memory Dialing-single line E88 White;29;Contoso;Economy;White
1374;Contoso Phone with Memory Dialing-2 lines E90 White;29;Contoso;Economy;White
1377;Contoso Phone for MSN E200 White;29;Contoso;Economy;White
1382;Contoso Single-line phones E10 Grey;29;Contoso;Economy;Grey
