IdVenda,Data,IdLoja,IdProduto,CustoUnitario,PrecoUnitario,QtdVenda,QtdDevolucao,VlrDevolucao,VlrDesconto,id_data,VlrVenda
1001523,10/06/2007,5,1224,341.26,1030.0,10,0,0.0,0.0,455,10300.0
608705,14/06/2007,5,736,54.26,118.0,10,0,0.0,0.0,459,1180.0
739544,03/05/2008,5,23,61.62,134.0,10,0,0.0,0.0,1000,1340.0
179477,22/06/2008,5,271,224.87,489.0,10,0,0.0,0.0,623,4890.0
884970,08/04/2008,5,284,224.87,489.0,10,0,0.0,0.0,107,4890.0
169019,30/04/2008,5,1030,68.06,148.0,10,0,0.0,0.0,839,1480.0
1023028,23/04/2009,5,344,186.6,366.0,10,0,0.0,0.0,697,3660.0
116915,04/10/2008,5,852,76.5,230.9,10,0,0.0,0.0,1024,2309.0
990608,11/06/2009,5,338,397.25,1199.0,10,0,0.0,0.0,207,11990.0
354972,11/04/2008,5,747,6.6,12.95,10,0,0.0,0.0,110,129.5
962507,11/10/2008,5,866,32.19,69.99,10,0,0.0,0.0,153,699.9
601841,06/06/2007,5,1242,385.37,838.0,10,0,0.0,0.0,38,8380.0
746359,13/06/2008,5,1181,523.49,1580.0,10,0,0.0,0.0,124,15800.0
293622,05/10/2007,5,1140,159.2,480.5,10,0,0.0,0.0,979,4805.0
510837,25/04/2009,5,1140,159.2,480.5,10,0,0.0,0.0,699,4805.0
106596,19/10/2009,5,1338,15.17,32.99,10,0,0.0,0.0,736,329.90000000000003
404962,09/10/2009,5,1084,214.03,646.0,10,0,0.0,0.0,236,6460.0
1008395,28/04/2008,5,152,392.6,1184.97,10,0,0.0,0.0,837,11849.7
331278,17/05/2008,5,1046,143.48,312.0,10,0,0.0,0.0,370,3120.0
492262,02/10/2007,5,1118,153.59,334.0,10,0,0.0,0.0,976,3340.0
609510,20/05/2007,5,182,54.72,119.0,10,0,0.0,0.0,532,1190.0
552669,01/06/2007,5,1346,10.58,23.0,10,0,0.0,0.0,961,230.0
857008,04/04/2008,5,1139,150.84,328.0,10,0,0.0,0.0,996,3280.0
626167,12/06/2007,5,697,67.6,147.0,10,0,0.0,0.0,457,1470.0
934151,09/10/2008,5,726,67.6,147.0,10,0,0.0,0.0,151,1470.0
81307,27/05/2009,5,530,205.09,619.0,10,0,0.0,0.0,899,6190.0
787390,29/05/2008,5,491,205.09,619.0,10,0,0.0,0.0,844,6190.0
449365,11/04/2007,5,1380,9.66,21.0,10,0,0.0,0.0,24,210.0
660797,12/04/2007,5,1343,10.27,31.0,10,0,0.0,0.0,25,310.0
796404,27/05/2008,5,1031,75.88,165.0,10,0,0.0,0.0,842,1650.0
70634,06/10/2008,5,1166,84.12,165.0,10,0,0.0,0.0,148,1650.0
879573,07/05/2008,5,1375,13.92,42.0,10,0,0.0,0.0,115,420.0
194484,19/10/2007,5,1342,13.92,42.0,10,0,0.0,0.0,488,420.0
917167,12/04/2008,5,1300,43.69,95.0,10,0,0.0,0.0,111,950.0
711646,05/04/2009,5,1560,151.76,330.0,10,0,0.0,0.0,189,3300.0
135058,09/05/2007,5,1542,151.76,330.0,10,0,0.0,0.0,31,3300.0
762980,28/06/2007,5,1542,151.76,330.0,10,0,0.0,0.0,782,3300.0
678818,27/05/2007,5,1163,390.88,850.0,10,0,0.0,0.0,773,8500.0
851234,20/04/2007,5,1163,390.88,850.0,10,0,0.0,0.0,446,8500.0
236440,16/06/2008,5,367,166.2,326.0,10,0,0.0,0.0,372,3260.0
577640,21/04/2008,5,373,166.2,326.0,10,0,0.0,0.0,610,3260.0
114139,02/05/2008,5,1158,516.86,1560.0,10,0,0.0,0.0,999,15600.0
572024,10/06/2008,5,1158,516.86,1560.0,10,0,0.0,0.0,121,15600.0
482559,15/06/2007,5,1194,291.09,633.0,10,0,0.0,0.0,460,6330.0
741044,13/06/2007,5,1194,291.09,633.0,10,0,0.0,0.0,458,6330.0
1027487,15/05/2009,5,1336,20.15,43.81,10,0,0.0,0.0,285,438.1
873125,07/10/2007,5,301,162.64,319.0,10,0,0.0,0.0,63,3190.0
3492,22/04/2007,5,1169,260.28,566.0,10,0,0.0,0.0,525,5660.0
658414,15/10/2007,5,1192,275.92,600.0,10,0,0.0,0.0,484,6000.0
676096,16/10/2008,5,2116,546.68,1650.0,10,0,0.0,0.0,403,16500.0
539398,21/04/2007,5,1327,15.57,46.99,10,0,0.0,0.0,447,469.90000000000003
558979,19/10/2007,5,1155,324.69,980.0,10,0,0.0,0.0,488,9800.0
470284,12/10/2008,5,699,90.13,196.0,10,0,0.0,0.0,399,1960.0
844165,20/04/2007,5,699,90.13,196.0,10,0,0.0,0.0,446,1960.0
590039,09/10/2007,5,670,90.13,196.0,10,0,0.0,0.0,65,1960.0
511847,17/06/2007,5,218,316.85,689.0,10,0,0.0,0.0,539,6890.0
501430,10/10/2009,5,1359,14.24,42.99,10,0,0.0,0.0,237,429.90000000000003
133642,23/10/2009,5,1326,14.24,42.99,10,0,0.0,0.0,740,429.90000000000003
1033940,13/05/2007,5,1522,125.9,380.0,10,0,0.0,0.0,448,3800.0
791877,05/06/2007,5,828,10.99,23.9,10,0,0.0,0.0,37,239.0
610530,21/10/2007,5,798,10.99,23.9,10,0,0.0,0.0,567,239.0
593466,18/05/2007,5,661,75.54,228.0,10,0,0.0,0.0,453,2280.0
972751,29/04/2009,5,719,75.54,228.0,10,0,0.0,0.0,894,2280.0
37600,23/06/2008,5,1358,18.39,39.99,10,0,0.0,0.0,624,399.90000000000003
975918,25/06/2008,5,1358,18.39,39.99,10,0,0.0,0.0,626,399.90000000000003
314458,05/05/2007,5,651,53.34,116.0,10,0,0.0,0.0,960,1160.0
1036698,17/04/2007,5,709,53.34,116.0,10,0,0.0,0.0,443,1160.0
808951,11/05/2007,5,1151,209.03,410.0,10,0,0.0,0.0,33,4100.0
69976,22/06/2009,5,1068,141.47,427.0,10,0,0.0,0.0,708,4270.0
723157,03/05/2007,5,1048,141.47,427.0,10,0,0.0,0.0,958,4270.0
477687,25/04/2008,5,507,119.11,259.0,10,0,0.0,0.0,614,2590.0
382477,19/05/2008,5,311,142.24,279.0,10,0,0.0,0.0,617,2790.0
1002264,16/10/2008,5,295,142.24,279.0,10,0,0.0,0.0,403,2790.0
840448,30/10/2008,5,2440,5.09,9.99,10,0,0.0,0.0,868,99.9
1042465,05/04/2007,5,517,271.35,819.0,10,0,0.0,0.0,953,8190.0
98044,10/10/2007,5,1483,123.7,269.0,10,0,0.0,0.0,66,2690.0
751734,25/06/2009,5,1483,123.7,269.0,10,0,0.0,0.0,711,2690.0
762823,30/06/2007,5,330,157.54,309.0,10,0,0.0,0.0,784,3090.0
402130,23/06/2008,5,810,9.17,19.95,10,0,0.0,0.0,624,199.5
165186,06/04/2007,5,780,9.17,19.95,10,0,0.0,0.0,954,199.5
260330,14/06/2007,5,863,23.45,50.99,10,0,0.0,0.0,459,509.90000000000003
89914,17/04/2007,5,865,23.45,50.99,10,0,0.0,0.0,443,509.90000000000003
983253,31/05/2007,5,1361,16.56,49.99,10,0,0.0,0.0,777,499.90000000000003
445223,20/04/2008,5,1658,56.08,109.99,10,0,0.0,0.0,609,1099.8999999999999
490776,13/06/2008,5,1648,56.08,109.99,10,0,0.0,0.0,124,1099.8999999999999
222150,19/10/2008,5,672,77.72,169.0,10,0,0.0,0.0,651,1690.0
604377,15/06/2008,5,672,77.72,169.0,10,0,0.0,0.0,371,1690.0
922644,24/04/2007,5,672,77.72,169.0,10,0,0.0,0.0,527,1690.0
705511,06/10/2007,5,643,77.72,169.0,10,0,0.0,0.0,980,1690.0
733431,07/10/2009,5,29,84.49,255.0,10,0,0.0,0.0,234,2550.0
198430,27/04/2009,5,791,13.75,29.9,10,0,0.0,0.0,892,299.0
317072,07/06/2007,5,37,99.14,299.23,10,0,0.0,0.0,39,2992.3
880929,25/05/2009,5,2364,197.74,429.99,10,0,0.0,0.0,897,4299.9
975205,13/10/2008,5,2378,197.74,429.99,10,0,0.0,0.0,400,4299.9
873810,29/04/2007,5,1362,7.81,16.99,10,0,0.0,0.0,771,169.89999999999998
1027859,25/06/2007,5,1174,209.54,411.0,10,0,0.0,0.0,779,4110.0
364959,22/05/2009,5,1090,152.68,332.0,10,0,0.0,0.0,705,3320.0
712714,13/04/2007,5,1090,152.68,332.0,10,0,0.0,0.0,26,3320.0
616463,22/06/2007,5,739,78.19,236.0,10,0,0.0,0.0,544,2360.0
997693,13/05/2007,5,739,78.19,236.0,10,0,0.0,0.0,448,2360.0
522097,11/04/2007,5,713,73.58,160.0,10,0,0.0,0.0,24,1600.0
626360,02/04/2007,5,1421,133.36,290.0,10,0,0.0,0.0,950,2900.0
657735,16/05/2007,5,1421,133.36,290.0,10,0,0.0,0.0,451,2900.0
67966,28/04/2007,5,156,216.12,469.97,10,0,0.0,0.0,531,4699.700000000001
427752,12/04/2008,5,156,216.12,469.97,10,0,0.0,0.0,111,4699.700000000001
774011,20/04/2007,5,1200,331.32,1000.0,10,0,0.0,0.0,446,10000.0
214816,26/04/2007,5,1176,331.32,1000.0,10,0,0.0,0.0,529,10000.0
158481,30/06/2008,5,1225,331.32,1000.0,10,0,0.0,0.0,848,10000.0
408447,01/10/2008,5,2157,66.23,129.9,10,0,0.0,0.0,1021,1299.0
696650,11/04/2008,5,2133,66.23,129.9,10,0,0.0,0.0,110,1299.0
855667,04/04/2008,5,2121,66.23,129.9,10,0,0.0,0.0,996,1299.0
184736,18/04/2008,5,571,115.43,251.0,10,0,0.0,0.0,362,2510.0
270379,21/10/2008,5,559,115.43,251.0,10,0,0.0,0.0,653,2510.0
846408,30/04/2008,5,361,198.32,389.0,10,0,0.0,0.0,839,3890.0
515492,24/06/2009,5,1567,128.88,389.0,10,0,0.0,0.0,710,3890.0
688338,12/04/2007,5,1567,128.88,389.0,10,0,0.0,0.0,25,3890.0
328922,12/10/2008,5,1531,128.88,389.0,10,0,0.0,0.0,399,3890.0
1021258,14/04/2008,5,303,287.92,869.0,10,0,0.0,0.0,358,8690.0
818638,14/04/2007,5,1305,31.27,68.0,10,0,0.0,0.0,27,680.0
905468,08/04/2007,5,1305,31.27,68.0,10,0,0.0,0.0,21,680.0
628882,20/10/2007,5,1307,31.27,68.0,10,0,0.0,0.0,489,680.0
661749,17/06/2007,5,1418,134.74,293.0,10,0,0.0,0.0,539,2930.0
866898,09/05/2007,5,1418,134.74,293.0,10,0,0.0,0.0,31,2930.0
838493,24/04/2007,5,1416,141.64,308.0,10,0,0.0,0.0,527,3080.0
742460,09/05/2008,5,2072,48.43,94.99,10,0,0.0,0.0,117,949.9
269566,10/05/2007,5,682,62.54,136.0,10,0,0.0,0.0,32,1360.0
541958,11/05/2007,5,682,62.54,136.0,10,0,0.0,0.0,33,1360.0
629400,06/06/2007,5,682,62.54,136.0,10,0,0.0,0.0,38,1360.0
740353,29/04/2008,5,681,55.64,121.0,10,0,0.0,0.0,838,1210.0
944691,08/05/2007,5,681,55.64,121.0,10,0,0.0,0.0,30,1210.0
977473,06/04/2008,5,681,55.64,121.0,10,0,0.0,0.0,105,1210.0
661840,10/05/2007,5,710,55.64,121.0,10,0,0.0,0.0,32,1210.0
579067,16/06/2007,5,792,12.83,27.9,10,0,0.0,0.0,461,279.0
85205,07/10/2008,5,793,12.83,27.9,10,0,0.0,0.0,149,279.0
673166,31/10/2009,5,793,12.83,27.9,10,0,0.0,0.0,929,279.0
155053,13/05/2008,5,283,197.28,429.0,10,0,0.0,0.0,366,4290.0
151324,03/10/2007,5,51,91.95,199.95,10,0,0.0,0.0,977,1999.5
1008894,05/10/2007,5,251,244.72,480.0,10,0,0.0,0.0,979,4800.0
85885,01/10/2007,5,264,244.72,480.0,10,0,0.0,0.0,975,4800.0
319941,25/04/2007,5,264,244.72,480.0,10,0,0.0,0.0,528,4800.0
411737,10/05/2008,5,2123,343.05,745.99,10,0,0.0,0.0,118,7459.9
489355,21/05/2008,5,2171,343.05,745.99,10,0,0.0,0.0,619,7459.9
1008719,09/05/2008,5,2129,343.05,745.99,10,0,0.0,0.0,117,7459.9
1014189,19/06/2009,5,2183,343.05,745.99,10,0,0.0,0.0,292,7459.9
781897,30/04/2008,5,673,40.28,79.0,10,0,0.0,0.0,839,790.0
245136,25/10/2008,5,499,50.47,99.0,10,0,0.0,0.0,657,990.0
303752,23/04/2008,5,485,50.47,99.0,10,0,0.0,0.0,612,990.0
962434,15/10/2008,5,686,68.52,149.0,10,0,0.0,0.0,402,1490.0
55231,12/06/2008,5,2150,75.96,149.0,10,0,0.0,0.0,123,1490.0
83977,22/06/2008,5,2144,75.96,149.0,10,0,0.0,0.0,623,1490.0
445109,01/04/2008,5,2168,75.96,149.0,10,0,0.0,0.0,993,1490.0
897876,16/10/2007,5,1296,11.5,25.0,10,0,0.0,0.0,485,250.0
342893,26/10/2007,5,781,7.59,16.5,10,0,0.0,0.0,572,165.0
40548,09/10/2008,5,814,7.59,16.5,10,0,0.0,0.0,151,165.0
102945,06/10/2009,5,1933,1060.22,3199.99,10,0,0.0,0.0,233,31999.899999999998
369045,03/10/2007,5,307,169.69,369.0,10,0,0.0,0.0,977,3690.0
785139,25/06/2009,5,306,169.69,369.0,10,0,0.0,0.0,711,3690.0
42579,27/10/2008,5,1128,207.74,627.0,10,0,0.0,0.0,865,6270.0
875232,26/10/2008,5,1056,207.74,627.0,10,0,0.0,0.0,864,6270.0
896745,26/04/2007,5,1056,207.74,627.0,10,0,0.0,0.0,529,6270.0
109304,22/05/2007,5,1044,207.74,627.0,10,0,0.0,0.0,534,6270.0
635942,17/10/2007,5,133,160.93,349.95,10,0,0.0,0.0,486,3499.5
831814,04/06/2008,5,631,87.37,190.0,10,0,0.0,0.0,1004,1900.0
967868,22/05/2007,5,696,87.37,190.0,10,0,0.0,0.0,534,1900.0
52906,09/05/2007,5,268,294.54,889.0,10,0,0.0,0.0,31,8890.0
903535,21/10/2007,5,268,294.54,889.0,10,0,0.0,0.0,567,8890.0
40582,28/10/2007,5,281,294.54,889.0,10,0,0.0,0.0,801,8890.0
480558,19/06/2007,5,1532,128.76,280.0,10,0,0.0,0.0,541,2800.0
865085,15/06/2007,5,1504,95.65,208.0,10,0,0.0,0.0,460,2080.0
631802,24/05/2007,5,1474,95.65,208.0,10,0,0.0,0.0,536,2080.0
786496,12/05/2008,5,1514,95.65,208.0,10,0,0.0,0.0,365,2080.0
610799,25/05/2007,5,552,827.97,2499.0,10,0,0.0,0.0,537,24990.0
67237,24/06/2007,5,540,827.97,2499.0,10,0,0.0,0.0,778,24990.0
276286,10/04/2007,5,540,827.97,2499.0,10,0,0.0,0.0,23,24990.0
443005,18/04/2007,5,1022,84.84,184.5,10,0,0.0,0.0,444,1845.0
1046745,02/04/2007,5,1022,84.84,184.5,10,0,0.0,0.0,950,1845.0
543324,02/06/2007,5,1036,84.84,184.5,10,0,0.0,0.0,962,1845.0
691206,18/04/2007,5,1497,122.78,267.0,10,0,0.0,0.0,444,2670.0
33959,16/05/2008,5,1507,122.78,267.0,10,0,0.0,0.0,369,2670.0
245467,01/10/2007,5,1507,122.78,267.0,10,0,0.0,0.0,975,2670.0
153915,27/10/2007,5,1477,122.78,267.0,10,0,0.0,0.0,573,2670.0
663101,26/06/2007,5,1477,122.78,267.0,10,0,0.0,0.0,780,2670.0
141652,16/05/2008,5,2244,40.76,79.95,10,0,0.0,0.0,369,799.5
724338,28/05/2008,5,2252,40.76,79.95,10,0,0.0,0.0,843,799.5
793848,21/10/2008,5,2212,40.76,79.95,10,0,0.0,0.0,653,799.5
1018841,25/05/2008,5,2276,40.76,79.95,10,0,0.0,0.0,840,799.5
663903,15/10/2009,5,248,183.49,399.0,10,0,0.0,0.0,319,3990.0
159289,22/06/2008,5,2218,61.17,119.99,10,0,0.0,0.0,623,1199.8999999999999
179948,17/05/2008,5,2194,61.17,119.99,10,0,0.0,0.0,370,1199.8999999999999
231228,17/04/2008,5,2346,61.17,119.99,10,0,0.0,0.0,361,1199.8999999999999
239494,30/05/2008,5,2266,61.17,119.99,10,0,0.0,0.0,845,1199.8999999999999
632459,14/04/2008,5,121,61.17,119.99,10,0,0.0,0.0,358,1199.8999999999999
376675,06/06/2009,5,983,90.55,196.9,10,0,0.0,0.0,1060,1969.0
945705,27/06/2007,5,1039,90.55,196.9,10,0,0.0,0.0,781,1969.0
933349,13/05/2008,5,674,69.25,209.0,10,0,0.0,0.0,366,2090.0
791188,01/10/2008,5,658,69.25,209.0,10,0,0.0,0.0,1021,2090.0
224230,03/04/2007,5,716,69.25,209.0,10,0,0.0,0.0,951,2090.0
1034534,06/10/2007,5,1595,7.58,22.89,10,0,0.0,0.0,980,228.9
421003,14/10/2007,5,1585,7.58,22.89,10,0,0.0,0.0,483,228.9
782361,04/04/2007,5,1640,7.58,22.89,10,0,0.0,0.0,952,228.9
617355,13/05/2008,5,1635,7.58,22.89,10,0,0.0,0.0,366,228.9
183453,09/10/2007,5,1332,13.33,28.99,10,0,0.0,0.0,65,289.9
42531,14/06/2007,5,1398,13.33,28.99,10,0,0.0,0.0,459,289.9
885279,17/10/2008,5,1354,13.33,28.99,10,0,0.0,0.0,404,289.9
247621,10/06/2007,5,1592,8.27,17.99,10,0,0.0,0.0,455,179.89999999999998
464177,04/06/2008,5,1582,8.27,17.99,10,0,0.0,0.0,1004,179.89999999999998
750362,21/05/2008,5,1587,8.27,17.99,10,0,0.0,0.0,619,179.89999999999998
948949,02/10/2009,5,1089,188.19,568.0,10,0,0.0,0.0,1072,5680.0
49515,30/05/2007,5,2097,363.75,791.0,10,0,0.0,0.0,776,7910.0
569776,25/04/2007,5,2097,363.75,791.0,10,0,0.0,0.0,528,7910.0
594703,19/10/2008,5,2113,258.99,508.0,10,0,0.0,0.0,651,5080.0
409995,23/10/2007,5,2093,258.99,508.0,10,0,0.0,0.0,569,5080.0
440489,16/05/2007,5,551,760.38,2295.0,10,0,0.0,0.0,451,22950.0
999826,24/06/2007,5,551,760.38,2295.0,10,0,0.0,0.0,778,22950.0
908268,11/05/2008,5,563,760.38,2295.0,10,0,0.0,0.0,364,22950.0
215614,04/04/2007,5,599,760.38,2295.0,10,0,0.0,0.0,952,22950.0
261795,24/10/2007,5,587,760.38,2295.0,10,0,0.0,0.0,570,22950.0
950199,24/04/2008,5,1614,86.14,259.99,10,0,0.0,0.0,613,2599.9
89707,01/05/2007,5,1649,86.14,259.99,10,0,0.0,0.0,956,2599.9
748349,27/06/2007,5,1649,86.14,259.99,10,0,0.0,0.0,781,2599.9
814534,30/06/2007,5,1609,86.14,259.99,10,0,0.0,0.0,784,2599.9
926778,18/05/2007,5,1651,73.57,159.99,10,0,0.0,0.0,453,1599.9
61976,29/06/2007,5,1606,73.57,159.99,10,0,0.0,0.0,783,1599.9
561902,21/05/2009,5,1646,73.57,159.99,10,0,0.0,0.0,704,1599.9
817453,04/05/2007,5,1646,73.57,159.99,10,0,0.0,0.0,959,1599.9
313687,22/10/2007,5,1656,73.57,159.99,10,0,0.0,0.0,568,1599.9
183923,03/06/2007,5,1061,194.82,588.0,10,0,0.0,0.0,35,5880.0
674857,03/06/2007,5,1057,194.82,588.0,10,0,0.0,0.0,35,5880.0
168668,28/04/2007,5,1073,194.82,588.0,10,0,0.0,0.0,531,5880.0
177119,13/06/2007,5,1045,194.82,588.0,10,0,0.0,0.0,458,5880.0
1014328,05/05/2007,5,1045,194.82,588.0,10,0,0.0,0.0,960,5880.0
379102,09/10/2008,5,1069,194.82,588.0,10,0,0.0,0.0,151,5880.0
225146,03/10/2008,5,2105,488.7,1475.0,10,0,0.0,0.0,1023,14750.0
745992,25/05/2007,5,2090,488.7,1475.0,10,0,0.0,0.0,537,14750.0
808184,27/05/2008,5,1010,85.95,186.9,10,0,0.0,0.0,842,1869.0
1025619,22/05/2009,5,1010,85.95,186.9,10,0,0.0,0.0,705,1869.0
905732,14/06/2007,5,968,85.95,186.9,10,0,0.0,0.0,459,1869.0
385364,29/06/2008,5,954,85.95,186.9,10,0,0.0,0.0,847,1869.0
675923,07/05/2007,5,1636,5.82,12.66,10,0,0.0,0.0,29,126.6
750358,12/04/2007,5,1636,5.82,12.66,10,0,0.0,0.0,25,126.6
463916,06/05/2007,5,1631,5.82,12.66,10,0,0.0,0.0,28,126.6
370518,31/05/2007,5,1586,5.82,12.66,10,0,0.0,0.0,777,126.6
481470,09/10/2007,5,1586,5.82,12.66,10,0,0.0,0.0,65,126.6
574313,11/05/2007,5,1586,5.82,12.66,10,0,0.0,0.0,33,126.6
464197,27/05/2007,5,1641,5.82,12.66,10,0,0.0,0.0,773,126.6
530582,28/05/2007,5,1641,5.82,12.66,10,0,0.0,0.0,774,126.6
800659,02/10/2007,5,1628,6.39,13.89,10,0,0.0,0.0,976,138.9
897530,03/05/2007,5,1633,6.39,13.89,10,0,0.0,0.0,958,138.9
118711,01/10/2008,5,1940,413.42,899.0,10,0,0.0,0.0,1021,8990.0
507702,27/06/2009,5,1946,413.42,899.0,10,0,0.0,0.0,713,8990.0
636461,23/04/2008,5,1898,413.42,899.0,10,0,0.0,0.0,612,8990.0
916515,01/05/2009,5,1928,413.42,899.0,10,0,0.0,0.0,1053,8990.0
1022183,05/05/2008,5,1922,413.42,899.0,10,0,0.0,0.0,113,8990.0
822771,24/05/2007,5,987,66.26,200.0,10,0,0.0,0.0,536,2000.0
404988,12/06/2008,5,131,101.97,200.0,10,0,0.0,0.0,123,2000.0
1046388,16/05/2009,5,971,76.53,231.0,10,0,0.0,0.0,286,2310.0
953361,06/10/2008,5,1521,142.56,310.0,10,0,0.0,0.0,148,3100.0
143475,23/05/2007,5,1499,142.56,310.0,10,0,0.0,0.0,535,3100.0
520972,06/04/2009,5,1499,142.56,310.0,10,0,0.0,0.0,190,3100.0
732256,24/05/2007,5,1499,142.56,310.0,10,0,0.0,0.0,536,3100.0
355011,18/06/2008,5,1489,142.56,310.0,10,0,0.0,0.0,374,3100.0
511866,15/06/2007,5,1509,142.56,310.0,10,0,0.0,0.0,460,3100.0
390932,15/10/2008,5,2211,52.0,101.99,10,0,0.0,0.0,402,1019.9
491874,06/05/2008,5,2219,52.0,101.99,10,0,0.0,0.0,114,1019.9
490415,14/04/2007,5,660,73.12,159.0,10,0,0.0,0.0,27,1590.0
787485,02/04/2007,5,660,73.12,159.0,10,0,0.0,0.0,950,1590.0
386753,23/04/2007,5,737,73.12,159.0,10,0,0.0,0.0,526,1590.0
544743,01/05/2007,5,1007,143.26,281.0,10,0,0.0,0.0,956,2810.0
746246,21/05/2007,5,1007,143.26,281.0,10,0,0.0,0.0,533,2810.0
149720,12/04/2009,5,1021,143.26,281.0,10,0,0.0,0.0,273,2810.0
598410,14/05/2009,5,1021,143.26,281.0,10,0,0.0,0.0,284,2810.0
336061,28/10/2008,5,993,143.26,281.0,10,0,0.0,0.0,866,2810.0
709432,23/04/2009,5,951,143.26,281.0,10,0,0.0,0.0,697,2810.0
339911,06/05/2009,5,979,143.26,281.0,10,0,0.0,0.0,199,2810.0
888344,11/10/2009,5,378,348.58,758.0,10,0,0.0,0.0,315,7580.0
1016482,11/05/2009,5,384,348.58,758.0,10,0,0.0,0.0,281,7580.0
148419,12/06/2007,5,970,91.05,198.0,10,0,0.0,0.0,457,1980.0
317825,13/10/2007,5,970,91.05,198.0,10,0,0.0,0.0,69,1980.0
153655,08/04/2008,5,2213,15.29,29.99,10,0,0.0,0.0,107,299.9
377100,29/05/2008,5,2325,15.29,29.99,10,0,0.0,0.0,844,299.9
981789,20/10/2008,5,2341,15.29,29.99,10,0,0.0,0.0,652,299.9
112666,28/04/2008,5,2336,123.47,268.5,10,0,0.0,0.0,837,2685.0
563469,21/04/2009,5,2320,123.47,268.5,10,0,0.0,0.0,695,2685.0
311889,23/10/2009,5,368,430.38,1299.0,10,0,0.0,0.0,740,12990.0
92446,30/06/2007,5,1037,86.68,188.5,10,0,0.0,0.0,784,1885.0
904884,11/05/2007,5,953,86.68,188.5,10,0,0.0,0.0,33,1885.0
