IdVenda,Data,IdLoja,IdProduto,CustoUnitario,PrecoUnitario,QtdVenda,QtdDevolucao,VlrDevolucao,VlrDesconto
1023028,23/04/2009,5,344,"R$ 186,60",R$ 366,10,0,R$ 0,R$ 0
116915,04/10/2008,5,852,"R$ 76,50","R$ 230,90",10,0,R$ 0,R$ 0
990608,11/06/2009,5,338,"R$ 397,25",R$ 1.199,10,0,R$ 0,R$ 0
354972,11/04/2008,5,747,"R$ 6,60","R$ 12,95",10,0,R$ 0,R$ 0
962507,11/10/2008,5,866,"R$ 32,19","R$ 69,99",10,0,R$ 0,R$ 0
601841,06/06/2007,5,1242,"R$ 385,37",R$ 838,10,0,R$ 0,R$ 0
746359,13/06/2008,5,1181,"R$ 523,49",R$ 1.580,10,0,R$ 0,R$ 0
293622,05/10/2007,5,1140,"R$ 159,20","R$ 480,50",10,0,R$ 0,R$ 0
510837,25/04/2009,5,1140,"R$ 159,20","R$ 480,50",10,0,R$ 0,R$ 0
106596,19/10/2009,5,1338,"R$ 15,17","R$ 32,99",10,0,R$ 0,R$ 0
404962,09/10/2009,5,1084,"R$ 214,03",R$ 646,10,0,R$ 0,R$ 0
1008395,28/04/2008,5,152,"R$ 392,60","R$ 1.184,97",10,0,R$ 0,R$ 0
331278,17/05/2008,5,1046,"R$ 143,48",R$ 312,10,0,R$ 0,R$ 0
492262,02/10/2007,5,1118,"R$ 153,59",R$ 334,10,0,R$ 0,R$ 0
609510,20/05/2007,5,182,"R$ 54,72",R$ 119,10,0,R$ 0,R$ 0
552669,01/06/2007,5,1346,"R$ 10,58",R$ 23,10,0,R$ 0,R$ 0
857008,04/04/2008,5,1139,"R$ 150,84",R$ 328,10,0,R$ 0,R$ 0
626167,12/06/2007,5,697,"R$ 67,60",R$ 147,10,0,R$ 0,R$ 0
934151,09/10/2008,5,726,"R$ 67,60",R$ 147,10,0,R$ 0,R$ 0
81307,27/05/2009,5,530,"R$ 205,09",R$ 619,10,0,R$ 0,R$ 0
787390,29/05/2008,5,491,"R$ 205,09",R$ 619,10,0,R$ 0,R$ 0
449365,11/04/2007,5,1380,"R$ 9,66",R$ 21,10,0,R$ 0,R$ 0
660797,12/04/2007,5,1343,"R$ 10,27",R$ 31,10,0,R$ 0,R$ 0
796404,27/05/2008,5,1031,"R$ 75,88",R$ 165,10,0,R$ 0,R$ 0
70634,06/10/2008,5,1166,"R$ 84,12",R$ 165,10,0,R$ 0,R$ 0
879573,07/05/2008,5,1375,"R$ 13,92",R$ 42,10,0,R$ 0,R$ 0
194484,19/10/2007,5,1342,"R$ 13,92",R$ 42,10,0,R$ 0,R$ 0
917167,12/04/2008,5,1300,"R$ 43,69",R$ 95,10,0,R$ 0,R$ 0
711646,05/04/2009,5,1560,"R$ 151,76",R$ 330,10,0,R$ 0,R$ 0
135058,09/05/2007,5,1542,"R$ 151,76",R$ 330,10,0,R$ 0,R$ 0
762980,28/06/2007,5,1542,"R$ 151,76",R$ 330,10,0,R$ 0,R$ 0
678818,27/05/2007,5,1163,"R$ 390,88",R$ 850,10,0,R$ 0,R$ 0
851234,20/04/2007,5,1163,"R$ 390,88",R$ 850,10,0,R$ 0,R$ 0
236440,16/06/2008,5,367,"R$ 166,20",R$ 326,10,0,R$ 0,R$ 0
577640,21/04/2008,5,373,"R$ 166,20",R$ 326,10,0,R$ 0,R$ 0
114139,02/05/2008,5,1158,"R$ 516,86",R$ 1.560,10,0,R$ 0,R$ 0
572024,10/06/2008,5,1158,"R$ 516,86",R$ 1.560,10,0,R$ 0,R$ 0
482559,15/06/2007,5,1194,"R$ 291,09",R$ 633,10,0,R$ 0,R$ 0
741044,13/06/2007,5,1194,"R$ 291,09",R$ 633,10,0,R$ 0,R$ 0
1027487,15/05/2009,5,1336,"R$ 20,15","R$ 43,81",10,0,R$ 0,R$ 0
873125,07/10/2007,5,301,"R$ 162,64",R$ 319,10,0,R$ 0,R$ 0
3492,22/04/2007,5,1169,"R$ 260,28",R$ 566,10,0,R$ 0,R$ 0
658414,15/10/2007,5,1192,"R$ 275,92",R$ 600,10,0,R$ 0,R$ 0
676096,16/10/2008,5,2116,"R$ 546,68",R$ 1.650,10,0,R$ 0,R$ 0
539398,21/04/2007,5,1327,"R$ 15,57","R$ 46,99",10,0,R$ 0,R$ 0
558979,19/10/2007,5,1155,"R$ 324,69",R$ 980,10,0,R$ 0,R$ 0
470284,12/10/2008,5,699,"R$ 90,13",R$ 196,10,0,R$ 0,R$ 0
844165,20/04/2007,5,699,"R$ 90,13",R$ 196,10,0,R$ 0,R$ 0
590039,09/10/2007,5,670,"R$ 90,13",R$ 196,10,0,R$ 0,R$ 0
511847,17/06/2007,5,218,"R$ 316,85",R$ 689,10,0,R$ 0,R$ 0
501430,10/10/2009,5,1359,"R$ 14,24","R$ 42,99",10,0,R$ 0,R$ 0
133642,23/10/2009,5,1326,"R$ 14,24","R$ 42,99",10,0,R$ 0,R$ 0
1033940,13/05/2007,5,1522,"R$ 125,90",R$ 380,10,0,R$ 0,R$ 0
791877,05/06/2007,5,828,"R$ 10,99","R$ 23,90",10,0,R$ 0,R$ 0
610530,21/10/2007,5,798,"R$ 10,99","R$ 23,90",10,0,R$ 0,R$ 0
593466,18/05/2007,5,661,"R$ 75,54",R$ 228,10,0,R$ 0,R$ 0
972751,29/04/2009,5,719,"R$ 75,54",R$ 228,10,0,R$ 0,R$ 0
37600,23/06/2008,5,1358,"R$ 18,39","R$ 39,99",10,0,R$ 0,R$ 0
975918,25/06/2008,5,1358,"R$ 18,39","R$ 39,99",10,0,R$ 0,R$ 0
314458,05/05/2007,5,651,"R$ 53,34",R$ 116,10,0,R$ 0,R$ 0
1036698,17/04/2007,5,709,"R$ 53,34",R$ 116,10,0,R$ 0,R$ 0
808951,11/05/2007,5,1151,"R$ 209,03",R$ 410,10,0,R$ 0,R$ 0
69976,22/06/2009,5,1068,"R$ 141,47",R$ 427,10,0,R$ 0,R$ 0
723157,03/05/2007,5,1048,"R$ 141,47",R$ 427,10,0,R$ 0,R$ 0
477687,25/04/2008,5,507,"R$ 119,11",R$ 259,10,0,R$ 0,R$ 0
382477,19/05/2008,5,311,"R$ 142,24",R$ 279,10,0,R$ 0,R$ 0
1002264,16/10/2008,5,295,"R$ 142,24",R$ 279,10,0,R$ 0,R$ 0
840448,30/10/2008,5,2440,"R$ 5,09","R$ 9,99",10,0,R$ 0,R$ 0
1042465,05/04/2007,5,517,"R$ 271,35",R$ 819,10,0,R$ 0,R$ 0
98044,10/10/2007,5,1483,"R$ 123,70",R$ 269,10,0,R$ 0,R$ 0
751734,25/06/2009,5,1483,"R$ 123,70",R$ 269,10,0,R$ 0,R$ 0
762823,30/06/2007,5,330,"R$ 157,54",R$ 309,10,0,R$ 0,R$ 0
402130,23/06/2008,5,810,"R$ 9,17","R$ 19,95",10,0,R$ 0,R$ 0
165186,06/04/2007,5,780,"R$ 9,17","R$ 19,95",10,0,R$ 0,R$ 0
260330,14/06/2007,5,863,"R$ 23,45","R$ 50,99",10,0,R$ 0,R$ 0
89914,17/04/2007,5,865,"R$ 23,45","R$ 50,99",10,0,R$ 0,R$ 0
983253,31/05/2007,5,1361,"R$ 16,56","R$ 49,99",10,0,R$ 0,R$ 0
445223,20/04/2008,5,1658,"R$ 56,08","R$ 109,99",10,0,R$ 0,R$ 0
490776,13/06/2008,5,1648,"R$ 56,08","R$ 109,99",10,0,R$ 0,R$ 0
222150,19/10/2008,5,672,"R$ 77,72",R$ 169,10,0,R$ 0,R$ 0
604377,15/06/2008,5,672,"R$ 77,72",R$ 169,10,0,R$ 0,R$ 0
922644,24/04/2007,5,672,"R$ 77,72",R$ 169,10,0,R$ 0,R$ 0
705511,06/10/2007,5,643,"R$ 77,72",R$ 169,10,0,R$ 0,R$ 0
733431,07/10/2009,5,29,"R$ 84,49",R$ 255,10,0,R$ 0,R$ 0
198430,27/04/2009,5,791,"R$ 13,75","R$ 29,90",10,0,R$ 0,R$ 0
317072,07/06/2007,5,37,"R$ 99,14","R$ 299,23",10,0,R$ 0,R$ 0
880929,25/05/2009,5,2364,"R$ 197,74","R$ 429,99",10,0,R$ 0,R$ 0
975205,13/10/2008,5,2378,"R$ 197,74","R$ 429,99",10,0,R$ 0,R$ 0
873810,29/04/2007,5,1362,"R$ 7,81","R$ 16,99",10,0,R$ 0,R$ 0
1027859,25/06/2007,5,1174,"R$ 209,54",R$ 411,10,0,R$ 0,R$ 0
364959,22/05/2009,5,1090,"R$ 152,68",R$ 332,10,0,R$ 0,R$ 0
712714,13/04/2007,5,1090,"R$ 152,68",R$ 332,10,0,R$ 0,R$ 0
616463,22/06/2007,5,739,"R$ 78,19",R$ 236,10,0,R$ 0,R$ 0
997693,13/05/2007,5,739,"R$ 78,19",R$ 236,10,0,R$ 0,R$ 0
522097,11/04/2007,5,713,"R$ 73,58",R$ 160,10,0,R$ 0,R$ 0
626360,02/04/2007,5,1421,"R$ 133,36",R$ 290,10,0,R$ 0,R$ 0
657735,16/05/2007,5,1421,"R$ 133,36",R$ 290,10,0,R$ 0,R$ 0
67966,28/04/2007,5,156,"R$ 216,12","R$ 469,97",10,0,R$ 0,R$ 0
427752,12/04/2008,5,156,"R$ 216,12","R$ 469,97",10,0,R$ 0,R$ 0
774011,20/04/2007,5,1200,"R$ 331,32",R$ 1.000,10,0,R$ 0,R$ 0
214816,26/04/2007,5,1176,"R$ 331,32",R$ 1.000,10,0,R$ 0,R$ 0
158481,30/06/2008,5,1225,"R$ 331,32",R$ 1.000,10,0,R$ 0,R$ 0
408447,01/10/2008,5,2157,"R$ 66,23","R$ 129,90",10,0,R$ 0,R$ 0
696650,11/04/2008,5,2133,"R$ 66,23","R$ 129,90",10,0,R$ 0,R$ 0
855667,04/04/2008,5,2121,"R$ 66,23","R$ 129,90",10,0,R$ 0,R$ 0
184736,18/04/2008,5,571,"R$ 115,43",R$ 251,10,0,R$ 0,R$ 0
270379,21/10/2008,5,559,"R$ 115,43",R$ 251,10,0,R$ 0,R$ 0
846408,30/04/2008,5,361,"R$ 198,32",R$ 389,10,0,R$ 0,R$ 0
515492,24/06/2009,5,1567,"R$ 128,88",R$ 389,10,0,R$ 0,R$ 0
688338,12/04/2007,5,1567,"R$ 128,88",R$ 389,10,0,R$ 0,R$ 0
328922,12/10/2008,5,1531,"R$ 128,88",R$ 389,10,0,R$ 0,R$ 0
1021258,14/04/2008,5,303,"R$ 287,92",R$ 869,10,0,R$ 0,R$ 0
818638,14/04/2007,5,1305,"R$ 31,27",R$ 68,10,0,R$ 0,R$ 0
905468,08/04/2007,5,1305,"R$ 31,27",R$ 68,10,0,R$ 0,R$ 0
628882,20/10/2007,5,1307,"R$ 31,27",R$ 68,10,0,R$ 0,R$ 0
661749,17/06/2007,5,1418,"R$ 134,74",R$ 293,10,0,R$ 0,R$ 0
866898,09/05/2007,5,1418,"R$ 134,74",R$ 293,10,0,R$ 0,R$ 0
838493,24/04/2007,5,1416,"R$ 141,64",R$ 308,10,0,R$ 0,R$ 0
742460,09/05/2008,5,2072,"R$ 48,43","R$ 94,99",10,0,R$ 0,R$ 0
269566,10/05/2007,5,682,"R$ 62,54",R$ 136,10,0,R$ 0,R$ 0
541958,11/05/2007,5,682,"R$ 62,54",R$ 136,10,0,R$ 0,R$ 0
629400,06/06/2007,5,682,"R$ 62,54",R$ 136,10,0,R$ 0,R$ 0
740353,29/04/2008,5,681,"R$ 55,64",R$ 121,10,0,R$ 0,R$ 0
944691,08/05/2007,5,681,"R$ 55,64",R$ 121,10,0,R$ 0,R$ 0
977473,06/04/2008,5,681,"R$ 55,64",R$ 121,10,0,R$ 0,R$ 0
661840,10/05/2007,5,710,"R$ 55,64",R$ 121,10,0,R$ 0,R$ 0
579067,16/06/2007,5,792,"R$ 12,83","R$ 27,90",10,0,R$ 0,R$ 0
85205,07/10/2008,5,793,"R$ 12,83","R$ 27,90",10,0,R$ 0,R$ 0
673166,31/10/2009,5,793,"R$ 12,83","R$ 27,90",10,0,R$ 0,R$ 0
155053,13/05/2008,5,283,"R$ 197,28",R$ 429,10,0,R$ 0,R$ 0
151324,03/10/2007,5,51,"R$ 91,95","R$ 199,95",10,0,R$ 0,R$ 0
1008894,05/10/2007,5,251,"R$ 244,72",R$ 480,10,0,R$ 0,R$ 0
85885,01/10/2007,5,264,"R$ 244,72",R$ 480,10,0,R$ 0,R$ 0
319941,25/04/2007,5,264,"R$ 244,72",R$ 480,10,0,R$ 0,R$ 0
411737,10/05/2008,5,2123,"R$ 343,05","R$ 745,99",10,0,R$ 0,R$ 0
489355,21/05/2008,5,2171,"R$ 343,05","R$ 745,99",10,0,R$ 0,R$ 0
1008719,09/05/2008,5,2129,"R$ 343,05","R$ 745,99",10,0,R$ 0,R$ 0
1014189,19/06/2009,5,2183,"R$ 343,05","R$ 745,99",10,0,R$ 0,R$ 0
781897,30/04/2008,5,673,"R$ 40,28",R$ 79,10,0,R$ 0,R$ 0
245136,25/10/2008,5,499,"R$ 50,47",R$ 99,10,0,R$ 0,R$ 0
303752,23/04/2008,5,485,"R$ 50,47",R$ 99,10,0,R$ 0,R$ 0
962434,15/10/2008,5,686,"R$ 68,52",R$ 149,10,0,R$ 0,R$ 0
55231,12/06/2008,5,2150,"R$ 75,96",R$ 149,10,0,R$ 0,R$ 0
83977,22/06/2008,5,2144,"R$ 75,96",R$ 149,10,0,R$ 0,R$ 0
445109,01/04/2008,5,2168,"R$ 75,96",R$ 149,10,0,R$ 0,R$ 0
897876,16/10/2007,5,1296,"R$ 11,50",R$ 25,10,0,R$ 0,R$ 0
342893,26/10/2007,5,781,"R$ 7,59","R$ 16,50",10,0,R$ 0,R$ 0
40548,09/10/2008,5,814,"R$ 7,59","R$ 16,50",10,0,R$ 0,R$ 0
102945,06/10/2009,5,1933,"R$ 1.060,22","R$ 3.199,99",10,0,R$ 0,R$ 0
369045,03/10/2007,5,307,"R$ 169,69",R$ 369,10,0,R$ 0,R$ 0
785139,25/06/2009,5,306,"R$ 169,69",R$ 369,10,0,R$ 0,R$ 0
42579,27/10/2008,5,1128,"R$ 207,74",R$ 627,10,0,R$ 0,R$ 0
875232,26/10/2008,5,1056,"R$ 207,74",R$ 627,10,0,R$ 0,R$ 0
896745,26/04/2007,5,1056,"R$ 207,74",R$ 627,10,0,R$ 0,R$ 0
109304,22/05/2007,5,1044,"R$ 207,74",R$ 627,10,0,R$ 0,R$ 0
635942,17/10/2007,5,133,"R$ 160,93","R$ 349,95",10,0,R$ 0,R$ 0
831814,04/06/2008,5,631,"R$ 87,37",R$ 190,10,0,R$ 0,R$ 0
967868,22/05/2007,5,696,"R$ 87,37",R$ 190,10,0,R$ 0,R$ 0
52906,09/05/2007,5,268,"R$ 294,54",R$ 889,10,0,R$ 0,R$ 0
903535,21/10/2007,5,268,"R$ 294,54",R$ 889,10,0,R$ 0,R$ 0
40582,28/10/2007,5,281,"R$ 294,54",R$ 889,10,0,R$ 0,R$ 0
480558,19/06/2007,5,1532,"R$ 128,76",R$ 280,10,0,R$ 0,R$ 0
865085,15/06/2007,5,1504,"R$ 95,65",R$ 208,10,0,R$ 0,R$ 0
631802,24/05/2007,5,1474,"R$ 95,65",R$ 208,10,0,R$ 0,R$ 0
786496,12/05/2008,5,1514,"R$ 95,65",R$ 208,10,0,R$ 0,R$ 0
610799,25/05/2007,5,552,"R$ 827,97",R$ 2.499,10,0,R$ 0,R$ 0
67237,24/06/2007,5,540,"R$ 827,97",R$ 2.499,10,0,R$ 0,R$ 0
276286,10/04/2007,5,540,"R$ 827,97",R$ 2.499,10,0,R$ 0,R$ 0
443005,18/04/2007,5,1022,"R$ 84,84","R$ 184,50",10,0,R$ 0,R$ 0
1046745,02/04/2007,5,1022,"R$ 84,84","R$ 184,50",10,0,R$ 0,R$ 0
543324,02/06/2007,5,1036,"R$ 84,84","R$ 184,50",10,0,R$ 0,R$ 0
691206,18/04/2007,5,1497,"R$ 122,78",R$ 267,10,0,R$ 0,R$ 0
33959,16/05/2008,5,1507,"R$ 122,78",R$ 267,10,0,R$ 0,R$ 0
245467,01/10/2007,5,1507,"R$ 122,78",R$ 267,10,0,R$ 0,R$ 0
153915,27/10/2007,5,1477,"R$ 122,78",R$ 267,10,0,R$ 0,R$ 0
663101,26/06/2007,5,1477,"R$ 122,78",R$ 267,10,0,R$ 0,R$ 0
141652,16/05/2008,5,2244,"R$ 40,76","R$ 79,95",10,0,R$ 0,R$ 0
724338,28/05/2008,5,2252,"R$ 40,76","R$ 79,95",10,0,R$ 0,R$ 0
793848,21/10/2008,5,2212,"R$ 40,76","R$ 79,95",10,0,R$ 0,R$ 0
1018841,25/05/2008,5,2276,"R$ 40,76","R$ 79,95",10,0,R$ 0,R$ 0
663903,15/10/2009,5,248,"R$ 183,49",R$ 399,10,0,R$ 0,R$ 0
159289,22/06/2008,5,2218,"R$ 61,17","R$ 119,99",10,0,R$ 0,R$ 0
179948,17/05/2008,5,2194,"R$ 61,17","R$ 119,99",10,0,R$ 0,R$ 0
231228,17/04/2008,5,2346,"R$ 61,17","R$ 119,99",10,0,R$ 0,R$ 0
239494,30/05/2008,5,2266,"R$ 61,17","R$ 119,99",10,0,R$ 0,R$ 0
632459,14/04/2008,5,121,"R$ 61,17","R$ 119,99",10,0,R$ 0,R$ 0
376675,06/06/2009,5,983,"R$ 90,55","R$ 196,90",10,0,R$ 0,R$ 0
945705,27/06/2007,5,1039,"R$ 90,55","R$ 196,90",10,0,R$ 0,R$ 0
933349,13/05/2008,5,674,"R$ 69,25",R$ 209,10,0,R$ 0,R$ 0
791188,01/10/2008,5,658,"R$ 69,25",R$ 209,10,0,R$ 0,R$ 0
224230,03/04/2007,5,716,"R$ 69,25",R$ 209,10,0,R$ 0,R$ 0
1034534,06/10/2007,5,1595,"R$ 7,58","R$ 22,89",10,0,R$ 0,R$ 0
421003,14/10/2007,5,1585,"R$ 7,58","R$ 22,89",10,0,R$ 0,R$ 0
782361,04/04/2007,5,1640,"R$ 7,58","R$ 22,89",10,0,R$ 0,R$ 0
617355,13/05/2008,5,1635,"R$ 7,58","R$ 22,89",10,0,R$ 0,R$ 0
183453,09/10/2007,5,1332,"R$ 13,33","R$ 28,99",10,0,R$ 0,R$ 0
42531,14/06/2007,5,1398,"R$ 13,33","R$ 28,99",10,0,R$ 0,R$ 0
885279,17/10/2008,5,1354,"R$ 13,33","R$ 28,99",10,0,R$ 0,R$ 0
247621,10/06/2007,5,1592,"R$ 8,27","R$ 17,99",10,0,R$ 0,R$ 0
464177,04/06/2008,5,1582,"R$ 8,27","R$ 17,99",10,0,R$ 0,R$ 0
750362,21/05/2008,5,1587,"R$ 8,27","R$ 17,99",10,0,R$ 0,R$ 0
948949,02/10/2009,5,1089,"R$ 188,19",R$ 568,10,0,R$ 0,R$ 0
49515,30/05/2007,5,2097,"R$ 363,75",R$ 791,10,0,R$ 0,R$ 0
569776,25/04/2007,5,2097,"R$ 363,75",R$ 791,10,0,R$ 0,R$ 0
594703,19/10/2008,5,2113,"R$ 258,99",R$ 508,10,0,R$ 0,R$ 0
409995,23/10/2007,5,2093,"R$ 258,99",R$ 508,10,0,R$ 0,R$ 0
440489,16/05/2007,5,551,"R$ 760,38",R$ 2.295,10,0,R$ 0,R$ 0
999826,24/06/2007,5,551,"R$ 760,38",R$ 2.295,10,0,R$ 0,R$ 0
908268,11/05/2008,5,563,"R$ 760,38",R$ 2.295,10,0,R$ 0,R$ 0
215614,04/04/2007,5,599,"R$ 760,38",R$ 2.295,10,0,R$ 0,R$ 0
261795,24/10/2007,5,587,"R$ 760,38",R$ 2.295,10,0,R$ 0,R$ 0
950199,24/04/2008,5,1614,"R$ 86,14","R$ 259,99",10,0,R$ 0,R$ 0
89707,01/05/2007,5,1649,"R$ 86,14","R$ 259,99",10,0,R$ 0,R$ 0
748349,27/06/2007,5,1649,"R$ 86,14","R$ 259,99",10,0,R$ 0,R$ 0
814534,30/06/2007,5,1609,"R$ 86,14","R$ 259,99",10,0,R$ 0,R$ 0
926778,18/05/2007,5,1651,"R$ 73,57","R$ 159,99",10,0,R$ 0,R$ 0
61976,29/06/2007,5,1606,"R$ 73,57","R$ 159,99",10,0,R$ 0,R$ 0
561902,21/05/2009,5,1646,"R$ 73,57","R$ 159,99",10,0,R$ 0,R$ 0
817453,04/05/2007,5,1646,"R$ 73,57","R$ 159,99",10,0,R$ 0,R$ 0
313687,22/10/2007,5,1656,"R$ 73,57","R$ 159,99",10,0,R$ 0,R$ 0
183923,03/06/2007,5,1061,"R$ 194,82",R$ 588,10,0,R$ 0,R$ 0
674857,03/06/2007,5,1057,"R$ 194,82",R$ 588,10,0,R$ 0,R$ 0
168668,28/04/2007,5,1073,"R$ 194,82",R$ 588,10,0,R$ 0,R$ 0
177119,13/06/2007,5,1045,"R$ 194,82",R$ 588,10,0,R$ 0,R$ 0
1014328,05/05/2007,5,1045,"R$ 194,82",R$ 588,10,0,R$ 0,R$ 0
379102,09/10/2008,5,1069,"R$ 194,82",R$ 588,10,0,R$ 0,R$ 0
225146,03/10/2008,5,2105,"R$ 488,70",R$ 1.475,10,0,R$ 0,R$ 0
745992,25/05/2007,5,2090,"R$ 488,70",R$ 1.475,10,0,R$ 0,R$ 0
808184,27/05/2008,5,1010,"R$ 85,95","R$ 186,90",10,0,R$ 0,R$ 0
1025619,22/05/2009,5,1010,"R$ 85,95","R$ 186,90",10,0,R$ 0,R$ 0
905732,14/06/2007,5,968,"R$ 85,95","R$ 186,90",10,0,R$ 0,R$ 0
385364,29/06/2008,5,954,"R$ 85,95","R$ 186,90",10,0,R$ 0,R$ 0
675923,07/05/2007,5,1636,"R$ 5,82","R$ 12,66",10,0,R$ 0,R$ 0
750358,12/04/2007,5,1636,"R$ 5,82","R$ 12,66",10,0,R$ 0,R$ 0
463916,06/05/2007,5,1631,"R$ 5,82","R$ 12,66",10,0,R$ 0,R$ 0
370518,31/05/2007,5,1586,"R$ 5,82","R$ 12,66",10,0,R$ 0,R$ 0
481470,09/10/2007,5,1586,"R$ 5,82","R$ 12,66",10,0,R$ 0,R$ 0
574313,11/05/2007,5,1586,"R$ 5,82","R$ 12,66",10,0,R$ 0,R$ 0
464197,27/05/2007,5,1641,"R$ 5,82","R$ 12,66",10,0,R$ 0,R$ 0
530582,28/05/2007,5,1641,"R$ 5,82","R$ 12,66",10,0,R$ 0,R$ 0
800659,02/10/2007,5,1628,"R$ 6,39","R$ 13,89",10,0,R$ 0,R$ 0
897530,03/05/2007,5,1633,"R$ 6,39","R$ 13,89",10,0,R$ 0,R$ 0
118711,01/10/2008,5,1940,"R$ 413,42",R$ 899,10,0,R$ 0,R$ 0
507702,27/06/2009,5,1946,"R$ 413,42",R$ 899,10,0,R$ 0,R$ 0
636461,23/04/2008,5,1898,"R$ 413,42",R$ 899,10,0,R$ 0,R$ 0
916515,01/05/2009,5,1928,"R$ 413,42",R$ 899,10,0,R$ 0,R$ 0
1022183,05/05/2008,5,1922,"R$ 413,42",R$ 899,10,0,R$ 0,R$ 0
